name,regulator_id,site,target_id,modality,tissue,cluster,weight
Tricosylic acid (regulates) ZNF790,Tricosylic acid,NA,ENSG00000197863.9,RE,blood.muscle,7,0.107369543647485
Tricosylic acid (regulates) IFNLR1,Tricosylic acid,NA,ENSG00000185436.12,RE,blood.muscle,7,0.157302204708267
Tricosylic acid (regulates) SEMA4B,Tricosylic acid,NA,ENSG00000185033.15,RE,blood.muscle,7,0.183676878601901
Tricosylic acid (regulates) SIVA1,Tricosylic acid,NA,ENSG00000184990.13,RE,blood.muscle,7,0.111988942292132
Tricosylic acid (regulates) AP2A2,Tricosylic acid,NA,ENSG00000183020.15,RE,blood.muscle,7,0.116150034878208
Tricosylic acid (regulates) LIMK2,Tricosylic acid,NA,ENSG00000182541.18,RE,blood.muscle,7,0.244610096828901
Tricosylic acid (regulates) ERN1,Tricosylic acid,NA,ENSG00000178607.17,RE,blood.muscle,7,0.1918898241477
Tricosylic acid (regulates) PHLDB3,Tricosylic acid,NA,ENSG00000176531.11,RE,blood.muscle,7,0.196523609620573
Tricosylic acid (regulates) XXYLT1,Tricosylic acid,NA,ENSG00000173950.16,RE,blood.muscle,7,0.106673615454404
Tricosylic acid (regulates) CARNS1,Tricosylic acid,NA,ENSG00000172508.11,RE,blood.muscle,7,0.142230616370061
Tricosylic acid (regulates) PDE7B,Tricosylic acid,NA,ENSG00000171408.14,RE,blood.muscle,7,0.120183361574214
Tricosylic acid (regulates) TRIM56,Tricosylic acid,NA,ENSG00000169871.13,RE,blood.muscle,7,0.126536625573493
Tricosylic acid (regulates) JMJD7-PLA2G4B,Tricosylic acid,NA,ENSG00000168970.22,RE,blood.muscle,7,0.154892686871823
Tricosylic acid (regulates) NSD1,Tricosylic acid,NA,ENSG00000165671.22,RE,blood.muscle,7,0.102065374312623
Tricosylic acid (regulates) RAD54L2,Tricosylic acid,NA,ENSG00000164080.14,RE,blood.muscle,7,0.205913913075067
Tricosylic acid (regulates) GPR155,Tricosylic acid,NA,ENSG00000163328.14,RE,blood.muscle,7,0.143559233142924
Tricosylic acid (regulates) SLC18B1,Tricosylic acid,NA,ENSG00000146409.12,RE,blood.muscle,7,0.109450462499867
Tricosylic acid (regulates) PPCDC,Tricosylic acid,NA,ENSG00000138621.12,RE,blood.muscle,7,0.102851214468548
Tricosylic acid (regulates) TEX2,Tricosylic acid,NA,ENSG00000136478.9,RE,blood.muscle,7,0.18413549996812
Tricosylic acid (regulates) NUP210,Tricosylic acid,NA,ENSG00000132182.12,RE,blood.muscle,7,0.101629818821084
Tricosylic acid (regulates) METTL25,Tricosylic acid,NA,ENSG00000127720.8,RE,blood.muscle,7,0.110714561679436
Tricosylic acid (regulates) NUP214,Tricosylic acid,NA,ENSG00000126883.18,RE,blood.muscle,7,0.165399951387273
Tricosylic acid (regulates) DNAJC15,Tricosylic acid,NA,ENSG00000120675.6,RE,blood.muscle,7,0.27152255741833
Tricosylic acid (regulates) STXBP3,Tricosylic acid,NA,ENSG00000116266.11,RE,blood.muscle,7,0.125850172952565
Tricosylic acid (regulates) NMRK1,Tricosylic acid,NA,ENSG00000106733.21,RE,blood.muscle,7,0.156129115022073
Tricosylic acid (regulates) DNASE2,Tricosylic acid,NA,ENSG00000105612.9,RE,blood.muscle,7,0.262369313303249
Tricosylic acid (regulates) PRKD2,Tricosylic acid,NA,ENSG00000105287.13,RE,blood.muscle,7,0.102403217955671
Tricosylic acid (regulates) MMP15,Tricosylic acid,NA,ENSG00000102996.5,RE,blood.muscle,7,0.130535229458675
Tricosylic acid (regulates) SUCO,Tricosylic acid,NA,ENSG00000094975.14,RE,blood.muscle,7,0.145531654939577
Tricosylic acid (regulates) HAUS4,Tricosylic acid,NA,ENSG00000092036.19,RE,blood.muscle,7,0.126645074487366
Tricosylic acid (regulates) ZNF268,Tricosylic acid,NA,ENSG00000090612.22,RE,blood.muscle,7,0.176770486278223
Tricosylic acid (regulates) RBMS2,Tricosylic acid,NA,ENSG00000076067.13,RE,blood.muscle,7,0.159687574287943
Tricosylic acid (regulates) SLC24A1,Tricosylic acid,NA,ENSG00000074621.14,RE,blood.muscle,7,0.102031077955359
Tricosylic acid (regulates) KDM5A,Tricosylic acid,NA,ENSG00000073614.13,RE,blood.muscle,7,0.178439069407607
Tricosylic acid (regulates) MGAT4A,Tricosylic acid,NA,ENSG00000071073.13,RE,blood.muscle,7,0.140767874356621
Tricosylic acid (regulates) PDE4A,Tricosylic acid,NA,ENSG00000065989.16,RE,blood.muscle,7,0.104284097757068
Tricosylic acid (regulates) CDK13,Tricosylic acid,NA,ENSG00000065883.17,RE,blood.muscle,7,0.107258258424153
Tricosylic acid (regulates) PARP3,Tricosylic acid,NA,ENSG00000041880.15,RE,blood.muscle,7,0.181347368239289
Tricosylic acid (regulates) NCAPH2,Tricosylic acid,NA,ENSG00000025770.19,RE,blood.muscle,7,0.160837044744906
Tricosylic acid (regulates) AQR,Tricosylic acid,NA,ENSG00000021776.11,RE,blood.muscle,7,0.205531113800767
Tricosylic acid (regulates) INMT,Tricosylic acid,NA,ENSG00000241644.2,EE,blood.muscle,11,0.120927105915175
Tricosylic acid (regulates) DIRC3-AS1,Tricosylic acid,NA,ENSG00000233143.2,EE,blood.muscle,11,0.150960802564185
Tricosylic acid (regulates) IPO9,Tricosylic acid,NA,ENSG00000198700.10,EE,blood.muscle,11,0.108867482837482
Tricosylic acid (regulates) ZNF429,Tricosylic acid,NA,ENSG00000197013.11,EE,blood.muscle,11,0.188466522889605
Tricosylic acid (regulates) RUFY1,Tricosylic acid,NA,ENSG00000176783.15,EE,blood.muscle,11,0.147437994947989
Tricosylic acid (regulates) BPNT1,Tricosylic acid,NA,ENSG00000162813.18,EE,blood.muscle,11,0.108736716219403
Tricosylic acid (regulates) CPAMD8,Tricosylic acid,NA,ENSG00000160111.15,EE,blood.muscle,11,0.110963994366502
Tricosylic acid (regulates) GDPD1,Tricosylic acid,NA,ENSG00000153982.11,EE,blood.muscle,11,0.208091014498969
Tricosylic acid (regulates) ATP6V1B2,Tricosylic acid,NA,ENSG00000147416.11,EE,blood.muscle,11,0.101921201189279
Tricosylic acid (regulates) USP15,Tricosylic acid,NA,ENSG00000135655.16,EE,blood.muscle,11,0.130239058815457
Tricosylic acid (regulates) NAA35,Tricosylic acid,NA,ENSG00000135040.16,EE,blood.muscle,11,0.113861767893439
Tricosylic acid (regulates) REEP5,Tricosylic acid,NA,ENSG00000129625.13,EE,blood.muscle,11,0.110992117044024
Tricosylic acid (regulates) MRPS27,Tricosylic acid,NA,ENSG00000113048.17,EE,blood.muscle,11,0.12734257213095
Tricosylic acid (regulates) PTCD1,Tricosylic acid,NA,ENSG00000106246.18,EE,blood.muscle,11,0.195567767294512
Tricosylic acid (regulates) ZNF302,Tricosylic acid,NA,ENSG00000089335.22,EE,blood.muscle,11,0.124067203178586
Tricosylic acid (regulates) MCCC1,Tricosylic acid,NA,ENSG00000078070.14,EE,blood.muscle,11,0.285829634997111
Tricosylic acid (regulates) CPSF1,Tricosylic acid,NA,ENSG00000071894.17,EE,blood.muscle,11,0.105863610170733
Tricosylic acid (regulates) RNF126,Tricosylic acid,NA,ENSG00000070423.18,EE,blood.muscle,11,0.105859326907074
Tricosylic acid (regulates) TLE2,Tricosylic acid,NA,ENSG00000065717.15,EE,blood.muscle,11,0.110889898488888
Tricosylic acid (regulates) SEMA3B,Tricosylic acid,NA,ENSG00000012171.20,EE,blood.muscle,11,0.110538263433239
TG 56:9 (regulates) FAM86DP,TG 56:9,NA,ENSG00000244026.7,RE,blood.muscle,10,0.136794633696558
TG 56:9 (regulates) PHB2,TG 56:9,NA,ENSG00000215021.10,RE,blood.muscle,10,0.140616293851459
TG 56:9 (regulates) GDI1,TG 56:9,NA,ENSG00000203879.12,RE,blood.muscle,10,0.157821803446198
TG 56:9 (regulates) RPF2,TG 56:9,NA,ENSG00000197498.13,RE,blood.muscle,10,0.110378644160255
TG 56:9 (regulates) HRCT1,TG 56:9,NA,ENSG00000196196.3,RE,blood.muscle,10,0.128855335613411
TG 56:9 (regulates) RRP7A,TG 56:9,NA,ENSG00000189306.11,RE,blood.muscle,10,0.104842937556793
TG 56:9 (regulates) TRDN,TG 56:9,NA,ENSG00000186439.14,RE,blood.muscle,10,0.16080964453017
TG 56:9 (regulates) EP400P1,TG 56:9,NA,ENSG00000185684.16,RE,blood.muscle,10,0.130528835970012
TG 56:9 (regulates) PSMD13,TG 56:9,NA,ENSG00000185627.19,RE,blood.muscle,10,0.131844263842457
TG 56:9 (regulates) PI4KAP2,TG 56:9,NA,ENSG00000183506.17,RE,blood.muscle,10,0.143626489405951
TG 56:9 (regulates) NINJ2-AS1,TG 56:9,NA,ENSG00000177406.5,RE,blood.muscle,10,0.102973026020972
TG 56:9 (regulates) ENSG00000177359.21,TG 56:9,NA,ENSG00000177359.21,RE,blood.muscle,10,0.188661024981638
TG 56:9 (regulates) TALDO1,TG 56:9,NA,ENSG00000177156.11,RE,blood.muscle,10,0.129082859736922
TG 56:9 (regulates) PHLDA3,TG 56:9,NA,ENSG00000174307.7,RE,blood.muscle,10,0.108178093315693
TG 56:9 (regulates) TVP23B,TG 56:9,NA,ENSG00000171928.14,RE,blood.muscle,10,0.169323850921556
TG 56:9 (regulates) CHRNB1,TG 56:9,NA,ENSG00000170175.11,RE,blood.muscle,10,0.116556455018263
TG 56:9 (regulates) UGP2,TG 56:9,NA,ENSG00000169764.16,RE,blood.muscle,10,0.153503807379456
TG 56:9 (regulates) GREM1,TG 56:9,NA,ENSG00000166923.12,RE,blood.muscle,10,0.100573552996128
TG 56:9 (regulates) COMTD1,TG 56:9,NA,ENSG00000165644.11,RE,blood.muscle,10,0.139801320636911
TG 56:9 (regulates) VDAC2,TG 56:9,NA,ENSG00000165637.14,RE,blood.muscle,10,0.163570988820022
TG 56:9 (regulates) NOL6,TG 56:9,NA,ENSG00000165271.17,RE,blood.muscle,10,0.113356610018909
TG 56:9 (regulates) SLC16A1,TG 56:9,NA,ENSG00000155380.13,RE,blood.muscle,10,0.116851803185222
TG 56:9 (regulates) CEP112,TG 56:9,NA,ENSG00000154240.17,RE,blood.muscle,10,0.15712464969644
TG 56:9 (regulates) ADGRF4,TG 56:9,NA,ENSG00000153294.12,RE,blood.muscle,10,0.119999924443872
TG 56:9 (regulates) SLC25A4,TG 56:9,NA,ENSG00000151729.11,RE,blood.muscle,10,0.116065410312768
TG 56:9 (regulates) TRPM2,TG 56:9,NA,ENSG00000142185.18,RE,blood.muscle,10,0.151369863750521
TG 56:9 (regulates) FHOD1,TG 56:9,NA,ENSG00000135723.14,RE,blood.muscle,10,0.111558145928597
TG 56:9 (regulates) ACSS2,TG 56:9,NA,ENSG00000131069.20,RE,blood.muscle,10,0.181188835736675
TG 56:9 (regulates) EXOSC2,TG 56:9,NA,ENSG00000130713.17,RE,blood.muscle,10,0.110945688177789
TG 56:9 (regulates) STARD8,TG 56:9,NA,ENSG00000130052.14,RE,blood.muscle,10,0.125547799337473
TG 56:9 (regulates) EGLN3,TG 56:9,NA,ENSG00000129521.15,RE,blood.muscle,10,0.128043612704877
TG 56:9 (regulates) NQO2,TG 56:9,NA,ENSG00000124588.22,RE,blood.muscle,10,0.167740900059714
TG 56:9 (regulates) WRNIP1,TG 56:9,NA,ENSG00000124535.16,RE,blood.muscle,10,0.10969081190761
TG 56:9 (regulates) SLC12A4,TG 56:9,NA,ENSG00000124067.17,RE,blood.muscle,10,0.132746068682122
TG 56:9 (regulates) COPA,TG 56:9,NA,ENSG00000122218.16,RE,blood.muscle,10,0.115606936104923
TG 56:9 (regulates) WBP4,TG 56:9,NA,ENSG00000120688.9,RE,blood.muscle,10,0.113739507384888
TG 56:9 (regulates) KCNC4,TG 56:9,NA,ENSG00000116396.15,RE,blood.muscle,10,0.147098360403144
TG 56:9 (regulates) FAM20B,TG 56:9,NA,ENSG00000116199.12,RE,blood.muscle,10,0.123186988734519
TG 56:9 (regulates) COX7A2L,TG 56:9,NA,ENSG00000115944.15,RE,blood.muscle,10,0.114453878532072
TG 56:9 (regulates) PITPNM1,TG 56:9,NA,ENSG00000110697.13,RE,blood.muscle,10,0.101361295117938
TG 56:9 (regulates) KAZALD1,TG 56:9,NA,ENSG00000107821.15,RE,blood.muscle,10,0.105733399897902
TG 56:9 (regulates) PLA2G4C,TG 56:9,NA,ENSG00000105499.14,RE,blood.muscle,10,0.132573142334926
TG 56:9 (regulates) NAPA,TG 56:9,NA,ENSG00000105402.8,RE,blood.muscle,10,0.111246518875875
TG 56:9 (regulates) IKBKB,TG 56:9,NA,ENSG00000104365.16,RE,blood.muscle,10,0.137443685423107
TG 56:9 (regulates) SRP54,TG 56:9,NA,ENSG00000100883.13,RE,blood.muscle,10,0.151560018735836
TG 56:9 (regulates) MUL1,TG 56:9,NA,ENSG00000090432.7,RE,blood.muscle,10,0.143942252263808
TG 56:9 (regulates) SLC25A3,TG 56:9,NA,ENSG00000075415.15,RE,blood.muscle,10,0.108329777288353
TG 56:9 (regulates) POLB,TG 56:9,NA,ENSG00000070501.12,RE,blood.muscle,10,0.106006633319301
TG 56:9 (regulates) U2AF2,TG 56:9,NA,ENSG00000063244.13,RE,blood.muscle,10,0.133577899348271
TG 56:9 (regulates) DDX11,TG 56:9,NA,ENSG00000013573.17,RE,blood.muscle,10,0.131320782341814
TG 56:9 (regulates) SYT7,TG 56:9,NA,ENSG00000011347.10,RE,blood.muscle,10,0.137456897359063
TG 56:9 (regulates) GGCT,TG 56:9,NA,ENSG00000006625.18,RE,blood.muscle,10,0.133255715574948
TG 56:9 (regulates) ENSG00000288187.1,TG 56:9,NA,ENSG00000288187.1,EE,blood.muscle,11,0.146881800542019
TG 56:9 (regulates) ENSG00000287574.1,TG 56:9,NA,ENSG00000287574.1,EE,blood.muscle,11,0.122502996056705
TG 56:9 (regulates) ENSG00000286322.2,TG 56:9,NA,ENSG00000286322.2,EE,blood.muscle,11,0.107460456309807
TG 56:9 (regulates) KCNJ2-AS1,TG 56:9,NA,ENSG00000267365.1,EE,blood.muscle,11,0.111106796548139
TG 56:9 (regulates) CA3-AS1,TG 56:9,NA,ENSG00000253549.6,EE,blood.muscle,11,0.152753131861243
TG 56:9 (regulates) ADAMTS19-AS1,TG 56:9,NA,ENSG00000249421.2,EE,blood.muscle,11,0.119872910920452
TG 56:9 (regulates) ZNF688,TG 56:9,NA,ENSG00000229809.9,EE,blood.muscle,11,0.174266920846638
TG 56:9 (regulates) PDC-AS1,TG 56:9,NA,ENSG00000229739.4,EE,blood.muscle,11,0.164448235083102
TG 56:9 (regulates) SLC26A6,TG 56:9,NA,ENSG00000225697.13,EE,blood.muscle,11,0.104516530124327
TG 56:9 (regulates) PLN,TG 56:9,NA,ENSG00000198523.6,EE,blood.muscle,11,0.14438428628392
TG 56:9 (regulates) CNGA1,TG 56:9,NA,ENSG00000198515.16,EE,blood.muscle,11,0.108361700867651
TG 56:9 (regulates) COMMD6,TG 56:9,NA,ENSG00000188243.14,EE,blood.muscle,11,0.107937407948773
TG 56:9 (regulates) WASH3P,TG 56:9,NA,ENSG00000185596.16,EE,blood.muscle,11,0.129256417364427
TG 56:9 (regulates) NPLOC4,TG 56:9,NA,ENSG00000182446.14,EE,blood.muscle,11,0.1930291323111
TG 56:9 (regulates) ZNF771,TG 56:9,NA,ENSG00000179965.12,EE,blood.muscle,11,0.101041666465518
TG 56:9 (regulates) RPRML,TG 56:9,NA,ENSG00000179673.5,EE,blood.muscle,11,0.12033673460714
TG 56:9 (regulates) MUC20,TG 56:9,NA,ENSG00000176945.18,EE,blood.muscle,11,0.113943900529827
TG 56:9 (regulates) SCAND2P,TG 56:9,NA,ENSG00000176700.21,EE,blood.muscle,11,0.14583980311253
TG 56:9 (regulates) ATP2A2,TG 56:9,NA,ENSG00000174437.18,EE,blood.muscle,11,0.109928620107599
TG 56:9 (regulates) MYOZ2,TG 56:9,NA,ENSG00000172399.6,EE,blood.muscle,11,0.173103183382326
TG 56:9 (regulates) SYNPO2L,TG 56:9,NA,ENSG00000166317.12,EE,blood.muscle,11,0.163396832507844
TG 56:9 (regulates) CCDC141,TG 56:9,NA,ENSG00000163492.16,EE,blood.muscle,11,0.14196597402138
TG 56:9 (regulates) FAM86C1P,TG 56:9,NA,ENSG00000158483.18,EE,blood.muscle,11,0.120917449366048
TG 56:9 (regulates) NTAQ1,TG 56:9,NA,ENSG00000156795.8,EE,blood.muscle,11,0.152833926297292
TG 56:9 (regulates) EIF4EBP2,TG 56:9,NA,ENSG00000148730.7,EE,blood.muscle,11,0.155337241530024
TG 56:9 (regulates) GLUD1,TG 56:9,NA,ENSG00000148672.10,EE,blood.muscle,11,0.13847255325113
TG 56:9 (regulates) ARHGAP36,TG 56:9,NA,ENSG00000147256.12,EE,blood.muscle,11,0.142312999294727
TG 56:9 (regulates) SOD1,TG 56:9,NA,ENSG00000142168.15,EE,blood.muscle,11,0.126389626372767
TG 56:9 (regulates) DBR1,TG 56:9,NA,ENSG00000138231.13,EE,blood.muscle,11,0.142239115684339
TG 56:9 (regulates) TRPM4,TG 56:9,NA,ENSG00000130529.16,EE,blood.muscle,11,0.109730242776921
TG 56:9 (regulates) REEP5,TG 56:9,NA,ENSG00000129625.13,EE,blood.muscle,11,0.115246978343162
TG 56:9 (regulates) NAA50,TG 56:9,NA,ENSG00000121579.14,EE,blood.muscle,11,0.142013265159822
TG 56:9 (regulates) ALG5,TG 56:9,NA,ENSG00000120697.10,EE,blood.muscle,11,0.15590866023977001
TG 56:9 (regulates) EBNA1BP2,TG 56:9,NA,ENSG00000117395.13,EE,blood.muscle,11,0.11168537712759
TG 56:9 (regulates) ALDH5A1,TG 56:9,NA,ENSG00000112294.14,EE,blood.muscle,11,0.109903955953365
TG 56:9 (regulates) ATP1B4,TG 56:9,NA,ENSG00000101892.12,EE,blood.muscle,11,0.166047837213022
TG 56:9 (regulates) SREBF1,TG 56:9,NA,ENSG00000072310.18,EE,blood.muscle,11,0.240619084383147
TG 56:9 (regulates) RNF126,TG 56:9,NA,ENSG00000070423.18,EE,blood.muscle,11,0.111269345420385
TG 56:9 (regulates) FLYWCH1,TG 56:9,NA,ENSG00000059122.17,EE,blood.muscle,11,0.133518149576027
TG 56:9 (regulates) RFC1,TG 56:9,NA,ENSG00000035928.17,EE,blood.muscle,11,0.140940175654231
TG 56:9 (regulates) UBR2,TG 56:9,NA,ENSG00000024048.11,EE,blood.muscle,11,0.122970787390051
TG 56:9 (regulates) FHL1,TG 56:9,NA,ENSG00000022267.19,EE,blood.muscle,11,0.125244916252681
TG 56:9 (regulates) SEMA3B,TG 56:9,NA,ENSG00000012171.20,EE,blood.muscle,11,0.10672778429319
TG 16:0_18:1_20:4 (regulates) NME9,TG 16:0_18:1_20:4,NA,ENSG00000181322.15,RE,blood.muscle,6,0.117564807360361
TG 16:0_18:1_20:4 (regulates) CELF1,TG 16:0_18:1_20:4,NA,ENSG00000149187.19,RE,blood.muscle,6,0.131764032047488
TG 16:0_18:1_20:4 (regulates) UNC13C,TG 16:0_18:1_20:4,NA,ENSG00000137766.18,RE,blood.muscle,6,0.190904995652952
TG 16:0_18:1_20:4 (regulates) MED28,TG 16:0_18:1_20:4,NA,ENSG00000118579.13,RE,blood.muscle,6,0.110221253376076
TG 16:0_18:1_20:4 (regulates) LIMCH1,TG 16:0_18:1_20:4,NA,ENSG00000064042.18,RE,blood.muscle,6,0.164365970976543
TG 16:0_18:1_20:4 (regulates) TBC1D3E,TG 16:0_18:1_20:4,NA,ENSG00000278599.6,EE,blood.muscle,11,0.145764860984492
TG 16:0_18:1_20:4 (regulates) ENSG00000274220.1,TG 16:0_18:1_20:4,NA,ENSG00000274220.1,EE,blood.muscle,11,0.18499572593835
TG 16:0_18:1_20:4 (regulates) ENSG00000273812.3,TG 16:0_18:1_20:4,NA,ENSG00000273812.3,EE,blood.muscle,11,0.166165686587938
TG 16:0_18:1_20:4 (regulates) ENSG00000262728.6,TG 16:0_18:1_20:4,NA,ENSG00000262728.6,EE,blood.muscle,11,0.119300456986151
TG 16:0_18:1_20:4 (regulates) LINC00930,TG 16:0_18:1_20:4,NA,ENSG00000258647.6,EE,blood.muscle,11,0.137858330152224
TG 16:0_18:1_20:4 (regulates) WAC-AS1,TG 16:0_18:1_20:4,NA,ENSG00000254635.6,EE,blood.muscle,11,0.116956823609271
TG 16:0_18:1_20:4 (regulates) LINC02609,TG 16:0_18:1_20:4,NA,ENSG00000233593.11,EE,blood.muscle,11,0.10254223084372
TG 16:0_18:1_20:4 (regulates) DIRC3-AS1,TG 16:0_18:1_20:4,NA,ENSG00000233143.2,EE,blood.muscle,11,0.101504868813835
TG 16:0_18:1_20:4 (regulates) LYRM9,TG 16:0_18:1_20:4,NA,ENSG00000232859.10,EE,blood.muscle,11,0.135703347220335
TG 16:0_18:1_20:4 (regulates) GRTP1-AS1,TG 16:0_18:1_20:4,NA,ENSG00000225083.2,EE,blood.muscle,11,0.202284057368263
TG 16:0_18:1_20:4 (regulates) CROCCP2,TG 16:0_18:1_20:4,NA,ENSG00000215908.10,EE,blood.muscle,11,0.104069107569122
TG 16:0_18:1_20:4 (regulates) NUDT19,TG 16:0_18:1_20:4,NA,ENSG00000213965.4,EE,blood.muscle,11,0.122080769945523
TG 16:0_18:1_20:4 (regulates) VWA7,TG 16:0_18:1_20:4,NA,ENSG00000204396.11,EE,blood.muscle,11,0.102665119782308
TG 16:0_18:1_20:4 (regulates) ZNF774,TG 16:0_18:1_20:4,NA,ENSG00000196391.11,EE,blood.muscle,11,0.142097296757232
TG 16:0_18:1_20:4 (regulates) MSANTD1,TG 16:0_18:1_20:4,NA,ENSG00000188981.11,EE,blood.muscle,11,0.136164284841147
TG 16:0_18:1_20:4 (regulates) TXNRD2,TG 16:0_18:1_20:4,NA,ENSG00000184470.21,EE,blood.muscle,11,0.127169871013142
TG 16:0_18:1_20:4 (regulates) ADI1,TG 16:0_18:1_20:4,NA,ENSG00000182551.14,EE,blood.muscle,11,0.128833364274943
TG 16:0_18:1_20:4 (regulates) NPLOC4,TG 16:0_18:1_20:4,NA,ENSG00000182446.14,EE,blood.muscle,11,0.106267883525496
TG 16:0_18:1_20:4 (regulates) ZNF771,TG 16:0_18:1_20:4,NA,ENSG00000179965.12,EE,blood.muscle,11,0.163845434345255
TG 16:0_18:1_20:4 (regulates) MUC20,TG 16:0_18:1_20:4,NA,ENSG00000176945.18,EE,blood.muscle,11,0.206989205610838
TG 16:0_18:1_20:4 (regulates) AQP4,TG 16:0_18:1_20:4,NA,ENSG00000171885.18,EE,blood.muscle,11,0.151546071459164
TG 16:0_18:1_20:4 (regulates) ALDH7A1,TG 16:0_18:1_20:4,NA,ENSG00000164904.18,EE,blood.muscle,11,0.127942939317259
TG 16:0_18:1_20:4 (regulates) C5orf63,TG 16:0_18:1_20:4,NA,ENSG00000164241.14,EE,blood.muscle,11,0.153768047757481
TG 16:0_18:1_20:4 (regulates) MTHFD2L,TG 16:0_18:1_20:4,NA,ENSG00000163738.19,EE,blood.muscle,11,0.110904421888697
TG 16:0_18:1_20:4 (regulates) CCDC141,TG 16:0_18:1_20:4,NA,ENSG00000163492.16,EE,blood.muscle,11,0.106045667182918
TG 16:0_18:1_20:4 (regulates) SH2B2,TG 16:0_18:1_20:4,NA,ENSG00000160999.11,EE,blood.muscle,11,0.156196803162717
TG 16:0_18:1_20:4 (regulates) FAM86C1P,TG 16:0_18:1_20:4,NA,ENSG00000158483.18,EE,blood.muscle,11,0.107312024019692
TG 16:0_18:1_20:4 (regulates) EIF4A2,TG 16:0_18:1_20:4,NA,ENSG00000156976.17,EE,blood.muscle,11,0.134879809308901
TG 16:0_18:1_20:4 (regulates) CD226,TG 16:0_18:1_20:4,NA,ENSG00000150637.9,EE,blood.muscle,11,0.100700341180105
TG 16:0_18:1_20:4 (regulates) POLR3A,TG 16:0_18:1_20:4,NA,ENSG00000148606.14,EE,blood.muscle,11,0.168346266962829
TG 16:0_18:1_20:4 (regulates) SLC25A37,TG 16:0_18:1_20:4,NA,ENSG00000147454.14,EE,blood.muscle,11,0.118494969954643
TG 16:0_18:1_20:4 (regulates) ATP6V1B2,TG 16:0_18:1_20:4,NA,ENSG00000147416.11,EE,blood.muscle,11,0.144536994200392
TG 16:0_18:1_20:4 (regulates) MUC4,TG 16:0_18:1_20:4,NA,ENSG00000145113.22,EE,blood.muscle,11,0.153194296045109
TG 16:0_18:1_20:4 (regulates) GMPPA,TG 16:0_18:1_20:4,NA,ENSG00000144591.20,EE,blood.muscle,11,0.163723155318218
TG 16:0_18:1_20:4 (regulates) MAN2C1,TG 16:0_18:1_20:4,NA,ENSG00000140400.18,EE,blood.muscle,11,0.135078629406047
TG 16:0_18:1_20:4 (regulates) TEX2,TG 16:0_18:1_20:4,NA,ENSG00000136478.9,EE,blood.muscle,11,0.106851048534547
TG 16:0_18:1_20:4 (regulates) KIAA0513,TG 16:0_18:1_20:4,NA,ENSG00000135709.14,EE,blood.muscle,11,0.231791534897192
TG 16:0_18:1_20:4 (regulates) ACP2,TG 16:0_18:1_20:4,NA,ENSG00000134575.13,EE,blood.muscle,11,0.124288099312494
TG 16:0_18:1_20:4 (regulates) PUDP,TG 16:0_18:1_20:4,NA,ENSG00000130021.15,EE,blood.muscle,11,0.168824257867298
TG 16:0_18:1_20:4 (regulates) REEP5,TG 16:0_18:1_20:4,NA,ENSG00000129625.13,EE,blood.muscle,11,0.116486974046133
TG 16:0_18:1_20:4 (regulates) CAT,TG 16:0_18:1_20:4,NA,ENSG00000121691.7,EE,blood.muscle,11,0.100832728911181
TG 16:0_18:1_20:4 (regulates) PYROXD2,TG 16:0_18:1_20:4,NA,ENSG00000119943.13,EE,blood.muscle,11,0.111461016342884
TG 16:0_18:1_20:4 (regulates) GLE1,TG 16:0_18:1_20:4,NA,ENSG00000119392.16,EE,blood.muscle,11,0.155533237306421
TG 16:0_18:1_20:4 (regulates) PALD1,TG 16:0_18:1_20:4,NA,ENSG00000107719.9,EE,blood.muscle,11,0.214361090560482
TG 16:0_18:1_20:4 (regulates) BCAT2,TG 16:0_18:1_20:4,NA,ENSG00000105552.15,EE,blood.muscle,11,0.111848229155673
TG 16:0_18:1_20:4 (regulates) NKAP,TG 16:0_18:1_20:4,NA,ENSG00000101882.10,EE,blood.muscle,11,0.110466130291541
TG 16:0_18:1_20:4 (regulates) CHKB,TG 16:0_18:1_20:4,NA,ENSG00000100288.20,EE,blood.muscle,11,0.12008938585696
TG 16:0_18:1_20:4 (regulates) L2HGDH,TG 16:0_18:1_20:4,NA,ENSG00000087299.12,EE,blood.muscle,11,0.10794805339372
TG 16:0_18:1_20:4 (regulates) SREBF1,TG 16:0_18:1_20:4,NA,ENSG00000072310.18,EE,blood.muscle,11,0.133686252957518
TG 16:0_18:1_20:4 (regulates) AP3M2,TG 16:0_18:1_20:4,NA,ENSG00000070718.12,EE,blood.muscle,11,0.102766068943483
TG 16:0_18:1_20:4 (regulates) ITIH4,TG 16:0_18:1_20:4,NA,ENSG00000055955.17,EE,blood.muscle,11,0.145319113866474
TG 16:0_18:1_20:4 (regulates) SEMA3B,TG 16:0_18:1_20:4,NA,ENSG00000012171.20,EE,blood.muscle,11,0.103747846758114
PI 18:0_22:6 (regulates) THAP9-AS1,PI 18:0_22:6,NA,ENSG00000251022.6,RE,blood.muscle,9,0.124295783560399
PI 18:0_22:6 (regulates) ENSG00000230606.11,PI 18:0_22:6,NA,ENSG00000230606.11,RE,blood.muscle,9,0.12719993986404
PI 18:0_22:6 (regulates) ENTPD4,PI 18:0_22:6,NA,ENSG00000197217.13,RE,blood.muscle,9,0.128679533399169
PI 18:0_22:6 (regulates) IL1RAP,PI 18:0_22:6,NA,ENSG00000196083.10,RE,blood.muscle,9,0.141064200014074
