"Cluster","interaction","modality","name","regulator_id","selected","shared interaction","shared name","site","target_id","tissue","Weight"
"11","regulates","RE","EPA (regulates) PLD3",,"false","regulates","EPA (regulates) PLD3",,"ENSG00000105223.20","blood.muscle","0.186383496301568"
"11","regulates","RE","EPA (regulates) YJU2",,"false","regulates","EPA (regulates) YJU2",,"ENSG00000105248.16","blood.muscle","0.175962796350964"
"1","regulates","EE","EPA (regulates) MEGF8",,"false","regulates","EPA (regulates) MEGF8",,"ENSG00000105429.13","blood.muscle","0.100884915064255"
"11","regulates","RE","EPA (regulates) DBP",,"false","regulates","EPA (regulates) DBP",,"ENSG00000105516.11","blood.muscle","0.206552882427294"
"11","regulates","RE","EPA (regulates) NMRK1",,"false","regulates","EPA (regulates) NMRK1",,"ENSG00000106733.21","blood.muscle","0.17033792924544"
"11","regulates","RE","EPA (regulates) APBA1",,"false","regulates","EPA (regulates) APBA1",,"ENSG00000107282.8","blood.muscle","0.196890012883382"
"11","regulates","RE","EPA (regulates) CDH23",,"false","regulates","EPA (regulates) CDH23",,"ENSG00000107736.22","blood.muscle","0.105065434755991"
"11","regulates","RE","EPA (regulates) GBF1",,"false","regulates","EPA (regulates) GBF1",,"ENSG00000107862.7","blood.muscle","0.110888176139674"
"11","regulates","RE","EPA (regulates) C17orf75",,"false","regulates","EPA (regulates) C17orf75",,"ENSG00000108666.10","blood.muscle","0.358639353841834"
"11","regulates","RE","EPA (regulates) DCPS",,"false","regulates","EPA (regulates) DCPS",,"ENSG00000110063.10","blood.muscle","0.150242166341866"
"11","regulates","RE","EPA (regulates) TMEM109",,"false","regulates","EPA (regulates) TMEM109",,"ENSG00000110108.10","blood.muscle","0.206946510276359"
"11","regulates","RE","EPA (regulates) NAA40",,"false","regulates","EPA (regulates) NAA40",,"ENSG00000110583.13","blood.muscle","0.34690534874704"
"11","regulates","RE","EPA (regulates) PRPF40B",,"false","regulates","EPA (regulates) PRPF40B",,"ENSG00000110844.14","blood.muscle","0.204886569040854"
"11","regulates","RE","EPA (regulates) MVK",,"false","regulates","EPA (regulates) MVK",,"ENSG00000110921.14","blood.muscle","0.112347708546892"
"11","regulates","RE","EPA (regulates) ACAD10",,"false","regulates","EPA (regulates) ACAD10",,"ENSG00000111271.15","blood.muscle","0.152794482398185"
"11","regulates","RE","EPA (regulates) LPCAT3",,"false","regulates","EPA (regulates) LPCAT3",,"ENSG00000111684.11","blood.muscle","0.13232976723812"
"11","regulates","RE","EPA (regulates) TDP2",,"false","regulates","EPA (regulates) TDP2",,"ENSG00000111802.14","blood.muscle","0.13361604496548"
"11","regulates","RE","EPA (regulates) FAM120B",,"false","regulates","EPA (regulates) FAM120B",,"ENSG00000112584.14","blood.muscle","0.278562542331739"
"11","regulates","RE","EPA (regulates) GUCA1B",,"false","regulates","EPA (regulates) GUCA1B",,"ENSG00000112599.9","blood.muscle","0.111320378534386"
"11","regulates","RE","EPA (regulates) CUL9",,"false","regulates","EPA (regulates) CUL9",,"ENSG00000112659.14","blood.muscle","0.256091532156048"
"11","regulates","RE","EPA (regulates) PCDH12",,"false","regulates","EPA (regulates) PCDH12",,"ENSG00000113555.6","blood.muscle","0.157627496097823"
"11","regulates","RE","EPA (regulates) LMAN2L",,"false","regulates","EPA (regulates) LMAN2L",,"ENSG00000114988.12","blood.muscle","0.159475606869943"
"11","regulates","RE","EPA (regulates) FAHD2A",,"false","regulates","EPA (regulates) FAHD2A",,"ENSG00000115042.10","blood.muscle","0.116384406758941"
"1","regulates","EE","EPA (regulates) PCSK4",,"false","regulates","EPA (regulates) PCSK4",,"ENSG00000115257.15","blood.muscle","0.205070640313913"
"11","regulates","RE","EPA (regulates) TCEANC2",,"false","regulates","EPA (regulates) TCEANC2",,"ENSG00000116205.14","blood.muscle","0.253368953086728"
"11","regulates","RE","EPA (regulates) ALDH8A1",,"false","regulates","EPA (regulates) ALDH8A1",,"ENSG00000118514.14","blood.muscle","0.252787652365596"
"11","regulates","RE","EPA (regulates) FKBP15",,"false","regulates","EPA (regulates) FKBP15",,"ENSG00000119321.10","blood.muscle","0.18609756752137"
"1","regulates","EE","EPA (regulates) GLE1",,"false","regulates","EPA (regulates) GLE1",,"ENSG00000119392.16","blood.muscle","0.156464478240838"
"11","regulates","RE","EPA (regulates) DNMT3A",,"false","regulates","EPA (regulates) DNMT3A",,"ENSG00000119772.19","blood.muscle","0.36490013097688"
"11","regulates","RE","EPA (regulates) PLXDC2",,"false","regulates","EPA (regulates) PLXDC2",,"ENSG00000120594.17","blood.muscle","0.117347624926742"
"1","regulates","EE","EPA (regulates) ALG5",,"false","regulates","EPA (regulates) ALG5",,"ENSG00000120697.10","blood.muscle","0.288404603071214"
"11","regulates","RE","EPA (regulates) APAF1",,"false","regulates","EPA (regulates) APAF1",,"ENSG00000120868.14","blood.muscle","0.125219437346767"
"11","regulates","RE","EPA (regulates) ZMYM2",,"false","regulates","EPA (regulates) ZMYM2",,"ENSG00000121741.17","blood.muscle","0.10360260911572"
"11","regulates","RE","EPA (regulates) RPAP2",,"false","regulates","EPA (regulates) RPAP2",,"ENSG00000122484.9","blood.muscle","0.151443650764473"
"11","regulates","RE","EPA (regulates) MRM2",,"false","regulates","EPA (regulates) MRM2",,"ENSG00000122687.19","blood.muscle","0.305491976120077"
"11","regulates","RE","EPA (regulates) HOXC11",,"false","regulates","EPA (regulates) HOXC11",,"ENSG00000123388.4","blood.muscle","0.221663680947111"
"11","regulates","RE","EPA (regulates) G0S2",,"false","regulates","EPA (regulates) G0S2",,"ENSG00000123689.6","blood.muscle","0.122041309465433"
"11","regulates","RE","EPA (regulates) ZNF576",,"false","regulates","EPA (regulates) ZNF576",,"ENSG00000124444.16","blood.muscle","0.197996649399779"
"11","regulates","RE","EPA (regulates) BTN2A2",,"false","regulates","EPA (regulates) BTN2A2",,"ENSG00000124508.17","blood.muscle","0.147580134744627"
"11","regulates","RE","EPA (regulates) SIRT5",,"false","regulates","EPA (regulates) SIRT5",,"ENSG00000124523.17","blood.muscle","0.177062929364166"
"11","regulates","RE","EPA (regulates) ABCC10",,"false","regulates","EPA (regulates) ABCC10",,"ENSG00000124574.15","blood.muscle","0.131833569565651"
"11","regulates","RE","EPA (regulates) TTF1",,"false","regulates","EPA (regulates) TTF1",,"ENSG00000125482.13","blood.muscle","0.251877647228484"
"1","regulates","EE","EPA (regulates) OPA3",,"false","regulates","EPA (regulates) OPA3",,"ENSG00000125741.5","blood.muscle","0.13837645339607"
"11","regulates","RE","EPA (regulates) MKKS",,"false","regulates","EPA (regulates) MKKS",,"ENSG00000125863.20","blood.muscle","0.117952154790052"
"11","regulates","RE","EPA (regulates) IRF3",,"false","regulates","EPA (regulates) IRF3",,"ENSG00000126456.16","blood.muscle","0.173252557756706"
"11","regulates","RE","EPA (regulates) MTERF1",,"false","regulates","EPA (regulates) MTERF1",,"ENSG00000127989.14","blood.muscle","0.162615108796921"
"11","regulates","RE","EPA (regulates) APOL5",,"false","regulates","EPA (regulates) APOL5",,"ENSG00000128313.2","blood.muscle","0.153473440363633"
"11","regulates","RE","EPA (regulates) LSM8",,"false","regulates","EPA (regulates) LSM8",,"ENSG00000128534.8","blood.muscle","0.16538335614845"
"11","regulates","RE","EPA (regulates) PUDP",,"false","regulates","EPA (regulates) PUDP",,"ENSG00000130021.15","blood.muscle","0.282157407283055"
"11","regulates","RE","EPA (regulates) THEM6",,"false","regulates","EPA (regulates) THEM6",,"ENSG00000130193.8","blood.muscle","0.116063911871794"
"11","regulates","RE","EPA (regulates) MTRES1",,"false","regulates","EPA (regulates) MTRES1",,"ENSG00000130349.10","blood.muscle","0.104406254802656"
"1","regulates","EE","EPA (regulates) TRPM4",,"false","regulates","EPA (regulates) TRPM4",,"ENSG00000130529.16","blood.muscle","0.272720376690709"
"11","regulates","RE","EPA (regulates) TUBGCP2",,"false","regulates","EPA (regulates) TUBGCP2",,"ENSG00000130640.15","blood.muscle","0.181141894135582"
"11","regulates","RE","EPA (regulates) PAK4",,"false","regulates","EPA (regulates) PAK4",,"ENSG00000130669.17","blood.muscle","0.234838658509931"
"11","regulates","RE","EPA (regulates) YIPF2",,"false","regulates","EPA (regulates) YIPF2",,"ENSG00000130733.11","blood.muscle","0.187471007198462"
"11","regulates","RE","EPA (regulates) MED18",,"false","regulates","EPA (regulates) MED18",,"ENSG00000130772.14","blood.muscle","0.26966663997917"
"11","regulates","RE","EPA (regulates) CASZ1",,"false","regulates","EPA (regulates) CASZ1",,"ENSG00000130940.15","blood.muscle","0.123102072260185"
"11","regulates","RE","EPA (regulates) ZNF341",,"false","regulates","EPA (regulates) ZNF341",,"ENSG00000131061.14","blood.muscle","0.121791748113555"
"11","regulates","RE","EPA (regulates) GSE1",,"false","regulates","EPA (regulates) GSE1",,"ENSG00000131149.19","blood.muscle","0.217443927991607"
"11","regulates","RE","EPA (regulates) ZCCHC9",,"false","regulates","EPA (regulates) ZCCHC9",,"ENSG00000131732.12","blood.muscle","0.116315466948865"
"1","regulates","EE","EPA (regulates) CC2D1A",,"false","regulates","EPA (regulates) CC2D1A",,"ENSG00000132024.18","blood.muscle","0.282789530834026"
"11","regulates","RE","EPA (regulates) ENAM",,"false","regulates","EPA (regulates) ENAM",,"ENSG00000132464.13","blood.muscle","0.183774506856663"
"11","regulates","RE","EPA (regulates) KDM6B",,"false","regulates","EPA (regulates) KDM6B",,"ENSG00000132510.11","blood.muscle","0.160300276422542"
"11","regulates","RE","EPA (regulates) MMACHC",,"false","regulates","EPA (regulates) MMACHC",,"ENSG00000132763.15","blood.muscle","0.16549754342522"
"11","regulates","RE","EPA (regulates) SCO1",,"false","regulates","EPA (regulates) SCO1",,"ENSG00000133028.12","blood.muscle","0.126449433880354"
"11","regulates","RE","EPA (regulates) SLC2A11",,"false","regulates","EPA (regulates) SLC2A11",,"ENSG00000133460.20","blood.muscle","0.28905189837791"
"1","regulates","EE","EPA (regulates) ERG28",,"false","regulates","EPA (regulates) ERG28",,"ENSG00000133935.7","blood.muscle","0.202866092048508"
"11","regulates","RE","EPA (regulates) RELCH",,"false","regulates","EPA (regulates) RELCH",,"ENSG00000134444.15","blood.muscle","0.133366875928951"
"11","regulates","RE","EPA (regulates) KCTD1",,"false","regulates","EPA (regulates) KCTD1",,"ENSG00000134504.14","blood.muscle","0.100122089368301"
"11","regulates","RE","EPA (regulates) SPX",,"false","regulates","EPA (regulates) SPX",,"ENSG00000134548.11","blood.muscle","0.115771619866471"
"11","regulates","RE","EPA (regulates) AGO4",,"false","regulates","EPA (regulates) AGO4",,"ENSG00000134698.11","blood.muscle","0.130861197687101"
"11","regulates","RE","EPA (regulates) TFCP2",,"false","regulates","EPA (regulates) TFCP2",,"ENSG00000135457.11","blood.muscle","0.316197184860961"
"11","regulates","RE","EPA (regulates) KCNMB4",,"false","regulates","EPA (regulates) KCNMB4",,"ENSG00000135643.5","blood.muscle","0.198762781992248"
"1","regulates","EE","EPA (regulates) SLC9A5",,"false","regulates","EPA (regulates) SLC9A5",,"ENSG00000135740.17","blood.muscle","0.109488242316658"
"11","regulates","RE","EPA (regulates) RNASEL",,"false","regulates","EPA (regulates) RNASEL",,"ENSG00000135828.11","blood.muscle","0.201128078371615"
"11","regulates","RE","EPA (regulates) CKAP2",,"false","regulates","EPA (regulates) CKAP2",,"ENSG00000136108.15","blood.muscle","0.142162406818242"
"11","regulates","RE","EPA (regulates) GOLGA1",,"false","regulates","EPA (regulates) GOLGA1",,"ENSG00000136935.14","blood.muscle","0.150394000507103"
"11","regulates","RE","EPA (regulates) TMEM8B",,"false","regulates","EPA (regulates) TMEM8B",,"ENSG00000137103.20","blood.muscle","0.26080172273912"
"11","regulates","RE","EPA (regulates) RNF121",,"false","regulates","EPA (regulates) RNF121",,"ENSG00000137522.18","blood.muscle","0.263230871254663"
"11","regulates","RE","EPA (regulates) MAPKBP1",,"false","regulates","EPA (regulates) MAPKBP1",,"ENSG00000137802.14","blood.muscle","0.23528133861076"
"11","regulates","RE","EPA (regulates) PAK6",,"false","regulates","EPA (regulates) PAK6",,"ENSG00000137843.12","blood.muscle","0.174614327707234"
"11","regulates","RE","EPA (regulates) DBR1",,"false","regulates","EPA (regulates) DBR1",,"ENSG00000138231.13","blood.muscle","0.211076806503663"
"11","regulates","RE","EPA (regulates) PARP16",,"false","regulates","EPA (regulates) PARP16",,"ENSG00000138617.16","blood.muscle","0.1205039763336"
"11","regulates","RE","EPA (regulates) MMAB",,"false","regulates","EPA (regulates) MMAB",,"ENSG00000139428.12","blood.muscle","0.117615752645583"
"11","regulates","RE","EPA (regulates) GIT2",,"false","regulates","EPA (regulates) GIT2",,"ENSG00000139436.22","blood.muscle","0.127209698647636"
"11","regulates","RE","EPA (regulates) SORD",,"false","regulates","EPA (regulates) SORD",,"ENSG00000140263.15","blood.muscle","0.191535249499666"
"11","regulates","RE","EPA (regulates) RUSF1",,"false","regulates","EPA (regulates) RUSF1",,"ENSG00000140688.17","blood.muscle","0.106594355196938"
"11","regulates","RE","EPA (regulates) TTYH2",,"false","regulates","EPA (regulates) TTYH2",,"ENSG00000141540.11","blood.muscle","0.19365647098646"
"11","regulates","RE","EPA (regulates) NBPF3",,"false","regulates","EPA (regulates) NBPF3",,"ENSG00000142794.19","blood.muscle","0.292443425701149"
"11","regulates","RE","EPA (regulates) AZIN2",,"false","regulates","EPA (regulates) AZIN2",,"ENSG00000142920.17","blood.muscle","0.116842423407841"
"11","regulates","RE","EPA (regulates) TMCO1",,"false","regulates","EPA (regulates) TMCO1",,"ENSG00000143183.18","blood.muscle","0.156397531215652"
"11","regulates","RE","EPA (regulates) SUSD4",,"false","regulates","EPA (regulates) SUSD4",,"ENSG00000143502.16","blood.muscle","0.131931368913796"
"11","regulates","RE","EPA (regulates) CREB3L4",,"false","regulates","EPA (regulates) CREB3L4",,"ENSG00000143578.16","blood.muscle","0.104001864562849"
"11","regulates","RE","EPA (regulates) NVL",,"false","regulates","EPA (regulates) NVL",,"ENSG00000143748.18","blood.muscle","0.105607395777821"
"11","regulates","RE","EPA (regulates) SFXN5",,"false","regulates","EPA (regulates) SFXN5",,"ENSG00000144040.13","blood.muscle","0.204026294383017"
"11","regulates","RE","EPA (regulates) TMEM177",,"false","regulates","EPA (regulates) TMEM177",,"ENSG00000144120.13","blood.muscle","0.19129047709992"
"11","regulates","RE","EPA (regulates) ANKMY1",,"false","regulates","EPA (regulates) ANKMY1",,"ENSG00000144504.16","blood.muscle","0.140671884713174"
"11","regulates","RE","EPA (regulates) STK11IP",,"false","regulates","EPA (regulates) STK11IP",,"ENSG00000144589.22","blood.muscle","0.153134571419693"
"11","regulates","RE","EPA (regulates) GMPPA",,"false","regulates","EPA (regulates) GMPPA",,"ENSG00000144591.20","blood.muscle","0.253960895060175"
"11","regulates","RE","EPA (regulates) BOC",,"false","regulates","EPA (regulates) BOC",,"ENSG00000144857.15","blood.muscle","0.210928278506555"
"11","regulates","RE","EPA (regulates) FIP1L1",,"false","regulates","EPA (regulates) FIP1L1",,"ENSG00000145216.16","blood.muscle","0.125399758591315"
"11","regulates","RE","EPA (regulates) CYP4V2",,"false","regulates","EPA (regulates) CYP4V2",,"ENSG00000145476.16","blood.muscle","0.133986877942618"
"11","regulates","RE","EPA (regulates) GIN1",,"false","regulates","EPA (regulates) GIN1",,"ENSG00000145723.17","blood.muscle","0.180341568437087"
"11","regulates","RE","EPA (regulates) RMND5B",,"false","regulates","EPA (regulates) RMND5B",,"ENSG00000145916.19","blood.muscle","0.126068307731858"
"11","regulates","RE","EPA (regulates) SLC12A9",,"false","regulates","EPA (regulates) SLC12A9",,"ENSG00000146828.18","blood.muscle","0.1003614415362"
"11","regulates","RE","EPA (regulates) TMEM209",,"false","regulates","EPA (regulates) TMEM209",,"ENSG00000146842.17","blood.muscle","0.253216669456239"
"11","regulates","RE","EPA (regulates) HDAC8",,"false","regulates","EPA (regulates) HDAC8",,"ENSG00000147099.21","blood.muscle","0.151384385672169"
"11","regulates","RE","EPA (regulates) DIPK2B",,"false","regulates","EPA (regulates) DIPK2B",,"ENSG00000147113.17","blood.muscle","0.164416515828206"
"11","regulates","RE","EPA (regulates) ERLIN2",,"false","regulates","EPA (regulates) ERLIN2",,"ENSG00000147475.17","blood.muscle","0.102888719056715"
"11","regulates","RE","EPA (regulates) SHC3",,"false","regulates","EPA (regulates) SHC3",,"ENSG00000148082.10","blood.muscle","0.139927801620861"
"11","regulates","RE","EPA (regulates) SURF2",,"false","regulates","EPA (regulates) SURF2",,"ENSG00000148291.10","blood.muscle","0.215925664912206"
"11","regulates","RE","EPA (regulates) MED22",,"false","regulates","EPA (regulates) MED22",,"ENSG00000148297.16","blood.muscle","0.118737776683721"
"11","regulates","RE","EPA (regulates) CNNM2",,"false","regulates","EPA (regulates) CNNM2",,"ENSG00000148842.18","blood.muscle","0.10648196120635"
"11","regulates","RE","EPA (regulates) CABLES2",,"false","regulates","EPA (regulates) CABLES2",,"ENSG00000149679.12","blood.muscle","0.101146448226808"
"11","regulates","RE","EPA (regulates) VPS26B",,"false","regulates","EPA (regulates) VPS26B",,"ENSG00000151502.11","blood.muscle","0.202560943457636"
"11","regulates","RE","EPA (regulates) ZNF827",,"false","regulates","EPA (regulates) ZNF827",,"ENSG00000151612.18","blood.muscle","0.143730553026987"
"11","regulates","RE","EPA (regulates) POC5",,"false","regulates","EPA (regulates) POC5",,"ENSG00000152359.15","blood.muscle","0.143492291907711"
"11","regulates","RE","EPA (regulates) ZNF547",,"false","regulates","EPA (regulates) ZNF547",,"ENSG00000152433.15","blood.muscle","0.256839172268664"
"11","regulates","RE","EPA (regulates) CWC27",,"false","regulates","EPA (regulates) CWC27",,"ENSG00000153015.17","blood.muscle","0.142855302958442"
"11","regulates","RE","EPA (regulates) UBP1",,"false","regulates","EPA (regulates) UBP1",,"ENSG00000153560.12","blood.muscle","0.254751940114259"
"11","regulates","RE","EPA (regulates) GTF2E1",,"false","regulates","EPA (regulates) GTF2E1",,"ENSG00000153767.10","blood.muscle","0.430715287861486"
"11","regulates","RE","EPA (regulates) FBXO36",,"false","regulates","EPA (regulates) FBXO36",,"ENSG00000153832.12","blood.muscle","0.116400612020578"
"11","regulates","RE","EPA (regulates) MIA3",,"false","regulates","EPA (regulates) MIA3",,"ENSG00000154305.18","blood.muscle","0.207973935535304"
"11","regulates","RE","EPA (regulates) DISP1",,"false","regulates","EPA (regulates) DISP1",,"ENSG00000154309.9","blood.muscle","0.333511574607619"
"11","regulates","RE","EPA (regulates) DIPK1A",,"false","regulates","EPA (regulates) DIPK1A",,"ENSG00000154511.12","blood.muscle","0.113411577903806"
"11","regulates","RE","EPA (regulates) MPPE1",,"false","regulates","EPA (regulates) MPPE1",,"ENSG00000154889.17","blood.muscle","0.364707488376164"
"11","regulates","RE","EPA (regulates) FBXL18",,"false","regulates","EPA (regulates) FBXL18",,"ENSG00000155034.20","blood.muscle","0.108917492149909"
"11","regulates","RE","EPA (regulates) RMND1",,"false","regulates","EPA (regulates) RMND1",,"ENSG00000155906.20","blood.muscle","0.108077289594831"
"11","regulates","RE","EPA (regulates) GPR61",,"false","regulates","EPA (regulates) GPR61",,"ENSG00000156097.13","blood.muscle","0.237854725653805"
"11","regulates","RE","EPA (regulates) TBC1D31",,"false","regulates","EPA (regulates) TBC1D31",,"ENSG00000156787.17","blood.muscle","0.347797119899619"
"11","regulates","RE","EPA (regulates) PWWP3B",,"false","regulates","EPA (regulates) PWWP3B",,"ENSG00000157502.13","blood.muscle","0.21211191434459"
"11","regulates","RE","EPA (regulates) ZNF618",,"false","regulates","EPA (regulates) ZNF618",,"ENSG00000157657.15","blood.muscle","0.243933758230393"
"11","regulates","RE","EPA (regulates) CCAR2",,"false","regulates","EPA (regulates) CCAR2",,"ENSG00000158941.17","blood.muscle","0.205323023903725"
"11","regulates","RE","EPA (regulates) PDE9A",,"false","regulates","EPA (regulates) PDE9A",,"ENSG00000160191.18","blood.muscle","0.17162655747882"
"11","regulates","RE","EPA (regulates) TBC1D24",,"false","regulates","EPA (regulates) TBC1D24",,"ENSG00000162065.14","blood.muscle","0.108409720122466"
"11","regulates","RE","EPA (regulates) LZIC",,"false","regulates","EPA (regulates) LZIC",,"ENSG00000162441.12","blood.muscle","0.140410836012864"
"11","regulates","RE","EPA (regulates) MYSM1",,"false","regulates","EPA (regulates) MYSM1",,"ENSG00000162601.11","blood.muscle","0.317147070785507"
"11","regulates","RE","EPA (regulates) GBP4",,"false","regulates","EPA (regulates) GBP4",,"ENSG00000162654.9","blood.muscle","0.317619830271559"
"11","regulates","RE","EPA (regulates) EXTL2",,"false","regulates","EPA (regulates) EXTL2",,"ENSG00000162694.14","blood.muscle","0.199227290374581"
"11","regulates","RE","EPA (regulates) NLRP3",,"false","regulates","EPA (regulates) NLRP3",,"ENSG00000162711.18","blood.muscle","0.319127022996862"
"11","regulates","RE","EPA (regulates) BPNT1",,"false","regulates","EPA (regulates) BPNT1",,"ENSG00000162813.18","blood.muscle","0.24072797954196"
"11","regulates","RE","EPA (regulates) WDCP",,"false","regulates","EPA (regulates) WDCP",,"ENSG00000163026.12","blood.muscle","0.26264602539914"
"11","regulates","RE","EPA (regulates) NIPAL1",,"false","regulates","EPA (regulates) NIPAL1",,"ENSG00000163293.12","blood.muscle","0.169299300057762"
"11","regulates","RE","EPA (regulates) KLKB1",,"false","regulates","EPA (regulates) KLKB1",,"ENSG00000164344.16","blood.muscle","0.115966427832181"
"11","regulates","RE","EPA (regulates) USP49",,"false","regulates","EPA (regulates) USP49",,"ENSG00000164663.15","blood.muscle","0.141587460484153"
"11","regulates","RE","EPA (regulates) SLC13A4",,"false","regulates","EPA (regulates) SLC13A4",,"ENSG00000164707.16","blood.muscle","0.245594973673751"
"11","regulates","RE","EPA (regulates) CDK5",,"false","regulates","EPA (regulates) CDK5",,"ENSG00000164885.13","blood.muscle","0.204625473311131"
"11","regulates","RE","EPA (regulates) TSHR",,"false","regulates","EPA (regulates) TSHR",,"ENSG00000165409.18","blood.muscle","0.105858229095571"
"11","regulates","RE","EPA (regulates) DIPK1B",,"false","regulates","EPA (regulates) DIPK1B",,"ENSG00000165716.11","blood.muscle","0.189061914673395"
"11","regulates","RE","EPA (regulates) BTNL9",,"false","regulates","EPA (regulates) BTNL9",,"ENSG00000165810.17","blood.muscle","0.148517955195112"
"11","regulates","RE","EPA (regulates) ZFYVE19",,"false","regulates","EPA (regulates) ZFYVE19",,"ENSG00000166140.17","blood.muscle","0.138093921390605"
"11","regulates","RE","EPA (regulates) ALKBH3",,"false","regulates","EPA (regulates) ALKBH3",,"ENSG00000166199.13","blood.muscle","0.260004038696245"
"11","regulates","RE","EPA (regulates) CATSPER2",,"false","regulates","EPA (regulates) CATSPER2",,"ENSG00000166762.19","blood.muscle","0.182743016399978"
"11","regulates","RE","EPA (regulates) DUS2",,"false","regulates","EPA (regulates) DUS2",,"ENSG00000167264.18","blood.muscle","0.200769281923386"
"11","regulates","RE","EPA (regulates) TEPSIN",,"false","regulates","EPA (regulates) TEPSIN",,"ENSG00000167302.11","blood.muscle","0.178360267950542"
"11","regulates","RE","EPA (regulates) TRIM68",,"false","regulates","EPA (regulates) TRIM68",,"ENSG00000167333.13","blood.muscle","0.195138069927029"
"11","regulates","RE","EPA (regulates) ATCAY",,"false","regulates","EPA (regulates) ATCAY",,"ENSG00000167654.18","blood.muscle","0.117542912014199"
"11","regulates","RE","EPA (regulates) RCOR2",,"false","regulates","EPA (regulates) RCOR2",,"ENSG00000167771.6","blood.muscle","0.281033510260569"
"1","regulates","EE","EPA (regulates) COG7",,"false","regulates","EPA (regulates) COG7",,"ENSG00000168434.13","blood.muscle","0.257217834638679"
"11","regulates","RE","EPA (regulates) CDC40",,"false","regulates","EPA (regulates) CDC40",,"ENSG00000168438.15","blood.muscle","0.193868855187361"
"11","regulates","RE","EPA (regulates) LRATD2",,"false","regulates","EPA (regulates) LRATD2",,"ENSG00000168672.4","blood.muscle","0.122629285628884"
"11","regulates","RE","EPA (regulates) STX18",,"false","regulates","EPA (regulates) STX18",,"ENSG00000168818.10","blood.muscle","0.232982586355544"
"11","regulates","RE","EPA (regulates) RALGAPB",,"false","regulates","EPA (regulates) RALGAPB",,"ENSG00000170471.15","blood.muscle","0.128149045300627"
"11","regulates","RE","EPA (regulates) GSTA4",,"false","regulates","EPA (regulates) GSTA4",,"ENSG00000170899.11","blood.muscle","0.10000844167225"
"11","regulates","RE","EPA (regulates) C1GALT1C1",,"false","regulates","EPA (regulates) C1GALT1C1",,"ENSG00000171155.8","blood.muscle","0.123514388349506"
"11","regulates","RE","EPA (regulates) ZNF692",,"false","regulates","EPA (regulates) ZNF692",,"ENSG00000171163.16","blood.muscle","0.136133262119182"
"11","regulates","RE","EPA (regulates) PLRG1",,"false","regulates","EPA (regulates) PLRG1",,"ENSG00000171566.12","blood.muscle","0.123015121076985"
"11","regulates","RE","EPA (regulates) P2RY6",,"false","regulates","EPA (regulates) P2RY6",,"ENSG00000171631.16","blood.muscle","0.162373972934784"
"1","regulates","EE","EPA (regulates) CARNS1",,"false","regulates","EPA (regulates) CARNS1",,"ENSG00000172508.11","blood.muscle","0.201603409574728"
"11","regulates","RE","EPA (regulates) AGAP5",,"false","regulates","EPA (regulates) AGAP5",,"ENSG00000172650.15","blood.muscle","0.138464350229239"
"11","regulates","RE","EPA (regulates) EGFL7",,"false","regulates","EPA (regulates) EGFL7",,"ENSG00000172889.16","blood.muscle","0.120700686032468"
"11","regulates","RE","EPA (regulates) THAP2",,"false","regulates","EPA (regulates) THAP2",,"ENSG00000173451.7","blood.muscle","0.281367143417269"
"1","regulates","EE","EPA (regulates) PC",,"false","regulates","EPA (regulates) PC",,"ENSG00000173599.15","blood.muscle","0.112628017865604"
"1","regulates","EE","EPA (regulates) NMNAT1",,"false","regulates","EPA (regulates) NMNAT1",,"ENSG00000173614.14","blood.muscle","0.177577450245198"
"11","regulates","RE","EPA (regulates) WFIKKN2",,"false","regulates","EPA (regulates) WFIKKN2",,"ENSG00000173714.8","blood.muscle","0.155957822548409"
"11","regulates","RE","EPA (regulates) KCTD13",,"false","regulates","EPA (regulates) KCTD13",,"ENSG00000174943.11","blood.muscle","0.118049099093182"
"11","regulates","RE","EPA (regulates) ZIC4",,"false","regulates","EPA (regulates) ZIC4",,"ENSG00000174963.18","blood.muscle","0.183373550981112"
"11","regulates","RE","EPA (regulates) CCDC14",,"false","regulates","EPA (regulates) CCDC14",,"ENSG00000175455.16","blood.muscle","0.114178536445913"
"11","regulates","RE","EPA (regulates) PAAF1",,"false","regulates","EPA (regulates) PAAF1",,"ENSG00000175575.13","blood.muscle","0.223461061903617"
"1","regulates","EE","EPA (regulates) B3GNTL1",,"false","regulates","EPA (regulates) B3GNTL1",,"ENSG00000175711.9","blood.muscle","0.10648688898649"
"11","regulates","RE","EPA (regulates) CCDC57",,"false","regulates","EPA (regulates) CCDC57",,"ENSG00000176155.20","blood.muscle","0.218780016772523"
"11","regulates","RE","EPA (regulates) OR10AB1P",,"false","regulates","EPA (regulates) OR10AB1P",,"ENSG00000176716.5","blood.muscle","0.141912579909857"
"11","regulates","RE","EPA (regulates) RUFY1",,"false","regulates","EPA (regulates) RUFY1",,"ENSG00000176783.15","blood.muscle","0.116551856065299"
"11","regulates","RE","EPA (regulates) MUC20",,"false","regulates","EPA (regulates) MUC20",,"ENSG00000176945.18","blood.muscle","0.255582212172951"
"11","regulates","RE","EPA (regulates) IMP3",,"false","regulates","EPA (regulates) IMP3",,"ENSG00000177971.9","blood.muscle","0.379940138611396"
"11","regulates","RE","EPA (regulates) GOLGA8Q",,"false","regulates","EPA (regulates) GOLGA8Q",,"ENSG00000178115.12","blood.muscle","0.212336151317386"
