"feature_id","uniprot","gene_symbol","correlation","p_value_corr","n_obs"
"OID20458","O95715","CXCL14",-0.0464899881601993,0.767205546249045,43
"OID20459","Q03426","MVK",-0.165754302531735,0.288115465304824,43
"OID20460","O14904","WNT9A",-0.422824809470886,0.00473148446772447,43
"OID20461","P26951","IL3RA",-0.150795069424355,0.334431729224216,43
"OID20462","Q9Y3P8","SIT1",0.200610680772202,0.197089678434039,43
"OID20463","Q96DB9","FXYD5",-0.15715418799542,0.314207070541178,43
"OID20464","P48061","CXCL12",-0.0889385692703538,0.570612542512472,43
"OID20467","Q9Y2J8","PADI2",0.0556778550087638,0.722873658527764,43
"OID20468","Q04759","PRKCQ",0.375415409970897,0.0131123074875252,43
"OID20469","Q16552","IL17A",0.0993491514361471,0.526178700801559,43
"OID20470","Q12968","NFATC3",-0.0207577836077913,0.894888569256138,43
"OID20471","Q14435","GALNT3",-0.103874492319725,0.507410075424658,43
"OID20472","P05113","IL5",-0.0942255102904473,0.547832961296063,43
"OID20473","P01375","TNF",-0.153226532536322,0.326605271157536,43
"OID20474","Q92844","TANK",0.0405932468707919,0.79605930772509,43
"OID20475","O43597","SPRY2",0.109214309049366,0.485707351465499,43
"OID20476","P13693","TPT1",-0.00830582778253656,0.957842745048415,43
"OID20477","Q9P0M4","IL17C",0.138116589653204,0.37710299206024,43
"OID20478","Q7Z739","YTHDF3",0.03680337178856,0.814749229076971,43
"OID20479","P42768","WAS",-0.00597737228857061,0.969654550889113,43
"OID20480","Q96RJ3","TNFRSF13C",-0.085087383906047,0.587474499235534,43
"OID20481","Q8TAD2","IL17D",-0.277332005081392,0.0717816018373102,43
"OID20482","Q7Z6M3","MILR1",-0.250535278717725,0.105142072513232,43
"OID20483","P30048","PRDX3",-0.0171870032930939,0.912893418042752,43
"OID20484","Q05084","ICA1",-0.180638263599249,0.246380383645347,43
"OID20485","P51617","IRAK1",-0.124859405344455,0.425009441095624,43
"OID20486","P42701","IL12RB1",-0.342191935642323,0.0246996657528207,43
"OID20487","Q9HB29","IL1RL2",-0.0690767072011161,0.659832034179085,43
"OID20490","P12034","FGF5",-0.00378650212464442,0.980774313889184,43
"OID20491","P09919","CSF3",0.0324241805608242,0.836471862768382,43
"OID20492","Q9BXJ7","AMN",-0.10032236882078,0.522113700334706,43
"OID20493","P18564","ITGB6",-0.180849731991448,0.245818496021713,43
"OID20494","P01591","JCHAIN",-0.152270544536909,0.32966865321465,43
"OID20495","P01579","IFNG",-0.0441301335918755,0.778717830457079,43
"OID20496","Q13291","SLAMF1",-0.249741830998614,0.106284995626107,43
"OID20497","Q8N8S7","ENAH",-0.157804401244403,0.312183728629687,43
"OID20498","Q13261","IL15RA",-0.15133029061347,0.332699034423969,43
"OID20500","P09874","PARP1",-0.130573708615564,0.403954148967012,43
"OID20501","Q0Z7S8","FABP9",0.126382428596189,0.419338145182883,43
"OID20502","P78362","SRPK2",-0.0249672180398041,0.873730897395128,43
"OID20503","P09038","FGF2",-0.155691217021635,0.318789848497393,43
"OID20504","O43736","ITM2A",-0.0406722164802101,0.795671022833374,43
"OID20505","O14867","BACH1",-0.227016575687236,0.14320142969106,43
"OID20506","Q8IU57","IFNLR1",-0.300969214998972,0.0498593579766134,43
"OID20507","Q12933","TRAF2",-0.242670961730237,0.11689306374902,43
"OID20508","Q06520","SULT2A1",0.105170778265397,0.502096898709334,43
"OID20509","O60575","SPINK4",-0.217645899679389,0.16091045996485,43
"OID20510","Q9Y5A7","NUB1",-0.0703705965767993,0.653857417417412,43
"OID20511","O60542","PSPN",0.101288045237501,0.518095622275468,43
"OID20512","P30838","ALDH3A1",-0.146401048865528,0.348867727748416,43
"OID20513","O43521-2","BCL2L11",-0.238642532867113,0.123284316903887,43
"OID20514","O60880","SH2D1A",-0.132349069241295,0.397537137183645,43
"OID20515","Q12778","FOXO1",-0.0301379272611504,0.847861611513096,43
"OID20516","Q7L8A9","VASH1",-0.112666553781865,0.471938334087483,43
"OID20517","P55957","BID",-0.125684232015026,0.421932688675944,43
"OID20519","Q6UB28","METAP1D",-0.103819823855518,0.507634771805423,43
"OID20520","P01903","HLA-DRA",-0.208465672584378,0.179754190446962,43
"OID20521","Q92609","TBC1D5",-0.0615930201323429,0.6947894170479,43
"OID20522","P01588","EPO",0.118134546052263,0.450560538100115,43
"OID20523","P80098","CCL7",0.0137726940983108,0.930149779741619,43
"OID20524","Q9UN19","DAPP1",-0.172030385397114,0.269989743993889,43
"OID20525","Q9UNE0","EDAR",-0.181509885006957,0.244069987768724,43
"OID20526","Q9C035","TRIM5",0.044657471693745,0.776141115749359,43
"OID20527","Q8N608","DPP10",-0.193088933536738,0.214763623242497,43
"OID20528","P23229","ITGA6",-0.117984390976818,0.451140442145753,43
"OID20529","Q6DN72","FCRL6",-0.145880630627291,0.350602366580603,43
"OID20530","P33241","LSP1",-0.263867489227819,0.0873107046640659,43
"OID20531","Q9UNK0","STX8",-0.085530595316805,0.585522690472714,43
"OID20532","P13747","HLA-E",-0.285105411606927,0.0638622978856648,43
"OID20533","P19474","TRIM21",-0.271615643039637,0.0780845276097488,43
"OID20534","O75475","PSIP1",-0.0877793548014427,0.575664616622936,43
"OID20535","P13232","IL7",0.0438434993110746,0.780119387109097,43
"OID20536","Q8IVG5","SAMD9L",-0.146293105730167,0.349227087641156,43
"OID20537","Q96LC7","SIGLEC10",-0.132802895747861,0.395906338549257,43
"OID20538","B1AKI9","ISM1",-0.0807763510688582,0.606608640627261,43
"OID20539","Q6ZMH5","SLC39A5",-0.111610962599078,0.476126355512164,43
"OID20540","P78410","BTN3A2",-0.209901530444406,0.17670720089618,43
"OID20541","P12872","MLN",-0.17479621587113,0.262246389004204,43
"OID20542","Q12765","SCRN1",-0.24662051951601,0.110873305736934,43
"OID20543","P58294","PROK1",0.140779663808326,0.367882322237629,43
"OID20544","Q9Y6K9","IKBKG",-0.178415627623566,0.252338527460139,43
"OID20545","O95644","NFATC1",-0.140474412813344,0.368932312969341,43
"OID20546","Q9Y258","CCL26",-0.0726580107827036,0.643347407208596,43
"OID20547","Q8WTT0","CLEC4C",0.128013920957495,0.413310760583539,43
"OID20548","Q3KPI0","CEACAM21",0.0900486132316706,0.565793912580385,43
"OID20549","Q9BT73","PSMG3",-0.297353552414696,0.0528097566035036,43
"OID20550","P20849","COL9A1",-0.0077048906833444,0.960890430443092,43
"OID20551","Q9HD26","GOPC",-0.214092567382066,0.168025823317947,43
"OID20552","P52564","MAP2K6",-0.122531565467049,0.43376043594878,43
"OID20553","Q9H0P0","NT5C3A",-0.287747488807958,0.0613347218013677,43
"OID20554","Q9NZN5","ARHGEF12",-0.12998708611977,0.406087533291753,43
"OID20555","P42575","CASP2",-0.0553758579794558,0.7243175524783,43
"OID20556","Q9UHC6","CNTNAP2",-0.0457932597865569,0.770599435790658,43
"OID20557","P45984","MAPK9",-0.150577860011904,0.335136505418002,43
"OID20558","P11274","BCR",-0.146450431388554,0.348703400893405,43
"OID20559","Q9UDT6","CLIP2",-0.110776855608433,0.479449465061273,43
"OID20560","Q14242","SELPLG",-0.358265256776649,0.0183254032953524,43
"OID20561","P78310","CXADR",-0.13699398948361,0.381030640549909,43
"OID20562","P40933","IL15",-0.0762689863399954,0.626895620856577,43
"OID20563","P05231","IL6",0.116162477273251,0.458209048039749,43
"OID20564","P24071","FCAR",-0.230556466778401,0.136900868518412,43
"OID20565","Q01151","CD83",-0.342207904845389,0.0246925169321365,43
"OID20566","O76036","NCR1",0.165917426883389,0.287634585043555,43
"OID20567","P19878","NCF2",-0.356981355230862,0.0187775906631658,43
"OID20568","P23582","NPPC",-0.0413825376617728,0.79218065207679,43
"OID20569","Q9NRJ3","CCL28",-0.0420920887016596,0.788698065022572,43
"OID20570","P26022","PTX3",-0.107840940305385,0.491242528559027,43
"OID20571","Q03431","PTH1R",0.0463025867493754,0.768117992630183,43
"OID20572","Q9GZT9","EGLN1",-0.317614833084307,0.0379450775623775,43
"OID20573","Q9UMR7","CLEC4A",-0.162595835839047,0.297529289909138,43
"OID20574","P13725","OSM",-0.138215258834448,0.376758930758265,43
"OID20575","P28845","HSD11B1",-0.20627288618101,0.184479689958803,43
"OID20576","P24394","IL4R",-0.0281810670649104,0.857634826701868,43
"OID20577","Q9NWZ3","IRAK4",-0.252594424484706,0.10221978534897,43
"OID20578","Q14773","ICAM4",-0.306120279997392,0.0458873361320512,43
"OID20579","Q16698","DECR1",-0.111419178123468,0.476889353272794,43
"OID20580","O60449","LY75",-0.380855302587652,0.0117487877673144,43
"OID20581","Q9UKX5","ITGA11",-0.248611948872257,0.107928872602632,43
"OID20582","O15169","AXIN1",-0.104625967040908,0.504326495390836,43
"OID20583","P50995","ANXA11",-0.117803195055413,0.451840768172165,43
"OID20584","P01730","CD4",-0.021891079562601,0.889184632738222,43
"OID20585","Q9NRM6","IL17RB",-0.146828304207832,0.347447547138637,43
"OID20586","P01374","LTA",0.0585718132728008,0.709086004331053,43
"OID20587","Q6ZUJ8","PIK3AP1",-0.370808322584505,0.0143702728709982,43
"OID20588","P16455","MGMT",-0.164526787978383,0.29175083571686,43
"OID20589","O94992","HEXIM1",-0.132968357879623,0.395312729467665,43
"OID20590","Q6UXB4","CLEC4G",-0.357591056869623,0.0185616972449346,43
"OID20591","P20783","NTF3",-0.161766340647193,0.300034045028518,43
"OID20592","O14788","TNFSF11",0.0443728838593762,0.777531395107594,43
"OID20593","Q29980","MICB",-0.126245373596389,0.4198467365201,43
"OID20594","Q8NDB2","BANK1",-0.127449909060284,0.415388836651335,43
"OID20595","Q8TD46","CD200R1",-0.164340686855412,0.292304566661754,43
"OID20596","P08727","KRT19",0.0500164059970451,0.750094818482854,43
"OID20597","Q9HCM2","PLXNA4",-0.154958237728391,0.321101678251469,43
"OID20598","P28827","PTPRM",-0.168331630595812,0.280578642580492,43
"OID20599","P32970","CD70",-0.0813045137844687,0.604250067433177,43
"OID20600","P01135","TGFA",-0.089362686518678,0.568769255790324,43
"OID20601","Q01344","IL5RA",0.187657635214223,0.228190415218261,43
"OID20602","Q9NQ25","SLAMF7",-0.0147273583543068,0.92532125708078,43
"OID20603","P41217","CD200",-0.118050388049645,0.450885509109707,43
"OID20604","P10144","GZMB",-0.033519755435265,0.831025412307515,43
"OID20605","P24001","IL32",-0.282040998415498,0.0668968917552089,43
"OID20606","P42702","LIFR",-0.183719478773106,0.238278842395466,43
"OID20607","Q9UIB8","CD84",-0.0677370515896949,0.666040063055461,43
"OID20608","P20340","RAB6A",-0.0342436710604905,0.827430864530463,43
"OID20609","Q8WXI8","CLEC4D",-0.172995320846509,0.267271299865329,43
"OID20610","P10147","CCL3",-0.153887794566644,0.324496767409614,43
"OID20611","P50591","TNFSF10",-0.340465924411783,0.0254825771817972,43
"OID20612","O15455","TLR3",0.133884098816102,0.392036810750418,43
"OID20613","P80162","CXCL6",-0.269680923586318,0.0803133408979344,43
"OID20614","Q08174","PCDH1",-0.153204058278785,0.326677082946041,43
"OID20615","P37235","HPCAL1",-0.160949689853796,0.302513199464221,43
"OID20616","P29965","CD40LG",-0.0813533898608878,0.604032006062825,43
"OID20617","Q07065","CKAP4",-0.255569822613329,0.0981076165586565,43
"OID20619","P22304","IDS",-0.0320763937893093,0.838202413478912,43
"OID20620","O00273","DFFA",-0.215136125255765,0.165912976506723,43
"OID20621","P01137","TGFB1",-0.150832240338634,0.334311213553235,43
"OID20622","Q6UXB2","CXCL17",-0.366515915115559,0.0156330899374613,43
"OID20623","Q9Y266","NUDC",-0.147420616800754,0.345484589511326,43
"OID20624","O43508","TNFSF12",-0.162416179477116,0.298070637725084,43
"OID20625","Q04637","EIF4G1",-0.196470987493931,0.206685372392164,43
"OID20626","P35613","BSG",-0.202317459686263,0.193226320366134,43
"OID20627","O60884","DNAJA2",-0.192414724248471,0.216399850513098,43
"OID20628","Q9BZW8","CD244",-0.120117667147138,0.442939906492217,43
"OID20629","Q12918","KLRB1",-0.153584796786157,0.325461846313804,43
"OID20630","P50452","SERPINB8",-0.151316377409786,0.332744005454423,43
"OID20631","P10145","CXCL8",-0.140646070547187,0.368341630564544,43
"OID20632","Q13241","KLRD1",-0.160572192836471,0.303663610079576,43
"OID20633","Q14005","IL16",-0.186685607616843,0.230652789428265,43
"OID20634","O94856","NFASC",-0.234078619390248,0.130838596953442,43
"OID20635","P40259","CD79B",-0.23707981098089,0.125833115922319,43
"OID20636","Q9BXN2","CLEC7A",-0.258033325497007,0.0948002009090703,43
"OID20637","P20273","CD22",-0.337071537228157,0.0270826131895813,43
"OID20638","Q9UQV4","LAMP3",-0.298162395499933,0.0521378329981643,43
"OID20639","Q96LA5","FCRL2",-0.346922140296001,0.0226562296644353,43
"OID20640","O43561","LAT",-0.212611648360971,0.171057463777963,43
"OID20641","P36959","GMPR",-0.280695022544015,0.0682653850428501,43
"OID20642","Q15661","TPSAB1",-0.119613862415278,0.444869147489348,43
"OID20643","Q96SB3","PPP1R9B",-0.0925626944941718,0.554950578611118,43
"OID20644","P30044","PRDX5",-0.225339977879284,0.146259225807257,43
"OID20645","P00813","ADA",-0.314751385015124,0.039809687928835,43
"OID20646","Q9Y6Q6","TNFRSF11A",-0.0403465732395277,0.797272487633568,43
"OID20647","O95971","CD160",-0.0654478076028947,0.676699505813974,43
"OID20648","P14317","HCLS1",-0.276442776062854,0.0727348157824453,43
"OID20649","P30203","CD6",-0.358195799848231,0.0183496288804448,43
"OID20650","P15692","VEGFA",-0.0639786604673614,0.68357348519623,43
"OID20651","O75077","ADAM23",0.0778129099642163,0.61991499668734,43
"OID20652","Q13478","IL18R1",0.108673830100606,0.487881792489623,43
"OID20653","P43489","TNFRSF4",-0.311650424600138,0.0419126933927339,43
"OID20654","P02745","C1QA",-0.0546260315961153,0.72790666294358,43
"OID20655","Q99616","CCL13",-0.321181104261021,0.0357234205532976,43
"OID20656","P14210","HGF",-0.309018629869107,0.043767741136068,43
"OID20657","Q12866","MERTK",-0.123177637594436,0.431321672459564,43
"OID20658","O00253","AGRP",-0.20486644685026,0.187556811026026,43
"OID20660","P43234","CTSO",0.0672201893609343,0.668441158512053,43
"OID20661","P49771","FLT3LG",-0.299986417933076,0.0506478304718493,43
"OID20662","O43915","VEGFD",-0.113703537916661,0.46784324767278,43
"OID20663","P12544","GZMA",-0.175800007298708,0.259473032128597,43
"OID20664","Q9H4D0","CLSTN2",-0.157642772636942,0.312685912771664,43
"OID20665","P48023","FASLG",0.308577815713398,0.0440848819747325,43
"OID20666","P29460","IL12B",-0.0623196669736008,0.691366182830141,43
"OID20667","Q15517","CDSN",-0.173196007814514,0.266708203250973,43
"OID20668","P51671","CCL11",-0.26368184814316,0.0875417121752635,43
"OID20669","Q16719","KYNU",-0.206621582270279,0.18372238288341,43
"OID20670","Q9HBG7","LY9",-0.239452739870991,0.121978243877768,43
"OID20671","P78556","CCL20",-0.189586603376279,0.223357422721472,43
"OID20672","P03956","MMP1",-0.324101818582555,0.0339844996018202,43
"OID20673","P49763","PGF",-0.212198963923187,0.171909266838015,43
"OID20674","O15444","CCL25",-0.190328900100933,0.221516538542901,43
"OID20675","Q07325","CXCL9",-0.273399203947067,0.0760730731715251,43
"OID20676","Q92484","SMPDL3A",0.0912983695556911,0.560391427514791,43
"OID20677","P21709","EPHA1",0.0705792198142056,0.652896070454694,43
"OID20678","P15260","IFNGR1",0.079317376054842,0.61314435035503,43
"OID20679","P53634","CTSC",-0.0276466516329068,0.860307596978209,43
"OID20680","Q5ZPR3","CD276",0.0872010045699163,0.578192757263464,43
"OID20681","Q9UJU6","DBNL",-0.0919673516387121,0.557509455997224,43
"OID20682","P30613","PKLR",-0.316284941537402,0.0388019775051209,43
"OID20683","O43639","NCK2",-0.0548612982650478,0.726779915276552,43
"OID20684","P35625","TIMP3",-0.167237220145375,0.283763100470309,43
"OID20685","P47712","PLA2G4A",-0.0619106130723377,0.693292494191235,43
"OID20686","O00585","CCL21",0.095389492750648,0.542876579321623,43
"OID20687","P09238","MMP10",0.258600466986949,0.094051100555624,43
"OID20688","P11684","SCGB1A1",-0.117499222354466,0.453016957181021,43
"OID20689","Q6UWV6","ENPP7",-0.019102569143831,0.903228682127698,43
"OID20690","Q9BZZ2","SIGLEC1",-0.0634461588553584,0.68607128707341,43
"OID20691","P25116","F2R",0.0485984036434167,0.756961475035739,43
"OID20692","P09326","CD48",-0.0273319146929811,0.861882413093328,43
"OID20693","P55773","CCL23",-0.131948326553939,0.39898041887582,43
"OID20694","Q14116","IL18",-0.100859956348324,0.519874953313866,43
"OID20695","P13236","CCL4",-0.14102601656488,0.367036235380985,43
"OID20696","Q08334","IL10RB",0.0798563060669668,0.610726640646621,43
"OID20697","P02778","CXCL10",-0.176693428471319,0.257021123261037,43
"OID20698","P01133","EGF",-0.0988860745586731,0.528118363676408,43
"OID20699","O75462","CRLF1",0.0972046587817349,0.535190571353992,43
"OID20700","P18510","IL1RN",0.12144162125545,0.437892051460189,43
"OID20701","Q9NZV1","CRIM1",0.120404112697425,0.441845065347801,43
"OID20702","O14836","TNFRSF13B",-0.211918089896718,0.172490751130899,43
"OID20703","Q9BY76","ANGPTL4",0.150518548547335,0.335329112449612,43
"OID20704","O76096","CST7",0.314899483665762,0.03971144818986,43
"OID20705","P21860","ERBB3",0.0149184574699556,0.924355024178241,43
"OID20706","Q99435","NELL2",0.22806435087821,0.141314618685997,43
"OID20707","P55145","MANF",-0.097203405980053,0.535195857851756,43
"OID20708","Q14210","LY6D",-0.107322995075007,0.49333847417423,43
"OID20709","P29279","CCN2",-0.183131135025314,0.23981163119077,43
"OID20710","Q9HC38","GLOD4",-0.208054181974069,0.180634291629194,43
"OID20711","Q99685","MGLL",-0.148187014728487,0.342954827142458,43
"OID20712","Q8NFT8","DNER",0.135092809028251,0.387737207119261,43
"OID20713","Q7KYR7","BTN2A1",-0.00383571349743381,0.980524494243481,43
"OID20714","P34896","SHMT1",-0.15696328478126,0.31480269893017,43
"OID20715","O95750","FGF19",0.0517701149280816,0.741628860420946,43
"OID20716","P19256","CD58",0.152078137319033,0.33028736473331,43
"OID20717","P29350","PTPN6",-0.17711478298694,0.255870147170211,43
"OID20718","P0DMV8","HSPA1A",-0.0637020021898439,0.684870790242303,43
"OID20719","P09603","CSF1",0.249723194786208,0.106311953713296,43
"OID20720","O43291","SPINT2",-0.0874552760306215,0.577080641961857,43
"OID20721","P12532","CKMT1B",0.0533538893695714,0.734009011951974,43
"OID20722","Q9Y3D6","FIS1",-0.0506431722195956,0.74706574252473,43
"OID20723","Q96PL1","SCGB3A2",0.0330544090558538,0.833337857700116,43
"OID20724","P25942","CD40",-0.0336509599861099,0.830373671265788,43
"OID20725","Q99983","OMD",0.083188751176027,0.595868286061918,43
"OID20726","Q9UKU9","ANGPTL2",-0.0908716748381959,0.562233248634467,43
"OID20727","P22466","GAL",-0.0929463486079251,0.553304507158904,43
"OID20728","Q8WXD2","SCG3",0.158924897109175,0.308716400228358,43
"OID20729","Q9NR12","PDLIM7",-0.0786334087443075,0.616218558676722,43
"OID20730","Q9H3U7","SMOC2",0.0562470396907296,0.720154884399832,43
"OID20731","Q9NZC2","TREM2",-0.181820205614729,0.243250972822305,43
"OID20732","Q8WU39","MZB1",0.204450641854424,0.188473489022334,43
"OID20733","O75888","TNFSF13",-0.0560565100538491,0.721064593036196,43
"OID20734","Q9Y6N7","ROBO1",-0.0048032604592118,0.9756131825478,43
"OID20735","O00300","TNFRSF11B",-0.0190640886089834,0.903422699474403,43
"OID20736","Q9UJA9","ENPP5",0.0403382705403254,0.79731332984222,43
"OID20737","Q6GTX8","LAIR1",-0.278034507231827,0.0710355399855733,43
"OID20738","Q5KU26","COLEC12",-0.0770522896486608,0.623349958648329,43
"OID20739","O00241","SIRPB1",0.220447636782408,0.155456628536599,43
"OID20740","Q15389","ANGPT1",-0.212703581734766,0.170868123505362,43
"OID20741","P01127","PDGFB",-0.140545063600183,0.368689131598181,43
"OID20742","P46109","CRKL",-0.130705979293454,0.403474011008816,43
"OID20743","P16422","EPCAM",-0.0968332632217477,0.536758873284169,43
"OID20744","O43598","DNPH1",-0.289323550930747,0.0598653574329353,43
"OID20745","Q92583","CCL17",-0.156547376445687,0.316102827954054,43
"OID20746","Q96KG7","MEGF10",0.0131928157590998,0.933083921810408,43
"OID20747","P24387","CRHBP",0.0457274787455306,0.770920086805092,43
"OID20748","P56470","LGALS4",0.159645092456619,0.306500780747497,43
"OID20749","Q9H008","LHPP",-0.389863467052126,0.00975687979960356,43
"OID20750","O14773","TPP1",0.205685202006534,0.185761066966861,43
"OID20751","Q6UXH1","CRELD2",0.0119522135179204,0.939364170657913,43
"OID20752","Q99895","CTRC",-0.107072735541223,0.494352837844804,43
"OID20753","Q9NQ76","MEPE",0.0747533611531364,0.633779737367409,43
"OID20754","Q4KMG0","CDON",0.0157126743222997,0.920340481723962,43
"OID20755","Q9UHX3","ADGRE2",-0.209069778197625,0.178467687639898,43
"OID20756","Q15109","AGER",-0.0906344313434803,0.563258522837717,43
"OID20757","P27930","IL1R2",-0.090462165058175,0.564003534384416,43
"OID20758","Q9NQ30","ESM1",0.136898227943229,0.381366797605901,43
"OID20759","Q9HCB6","SPON1",-0.0229256413582313,0.883982441738102,43
"OID20760","Q9UII2","ATP5IF1",-0.0437441504375736,0.780605334513705,43
"OID20761","O75563","SKAP2",-0.0791569842887327,0.613864673369297,43
"OID20762","P09341","CXCL1",-0.0141045726797523,0.92847090711046,43
"OID20763","Q16651","PRSS8",-0.0315338545910354,0.840903534291359,43
"OID20764","Q03405","PLAUR",-0.0362291292605216,0.817590281060722,43
"OID20765","O00626","CCL22",-0.0826873728307121,0.598093614657752,43
"OID20766","P51888","PRELP",0.14881230428532,0.340899308924652,43
"OID20767","O00339","MATN2",-0.0370300463578641,0.813628405034553,43
"OID20768","P36941","LTBR",0.0431013057457517,0.783751682373195,43
"OID20769","Q16363","LAMA4",-0.0489471495504722,0.75527094126578,43
"OID20770","P19883","FST",0.303972644579218,0.0475110096673343,43
"OID20771","Q9BU40","CHRDL1",-0.0976446356061118,0.533335552492609,43
"OID20772","O00175","CCL24",-0.133998083359776,0.391630161805486,43
"OID20773","Q99538","LGMN",0.217449393112743,0.161298133905029,43
"OID20774","Q14118","DAG1",-0.0602357426840765,0.701199584667476,43
"OID20775","P54317","PNLIPRP2",0.376975507941857,0.0127081460142066,43
"OID20776","Q8IYS5","OSCAR",-0.091311945931779,0.56033287153456,43
"OID20777","Q15166","PON3",-0.204372414382938,0.188646303221863,43
"OID20778","P07148","FABP1",0.139341528802849,0.372844829918211,43
"OID20779","O95866","MPIG6B",-0.117176346157025,0.454268111919008,43
"OID20780","P15291","B4GALT1",-0.0396820106568145,0.800543251319544,43
"OID20781","O00182","LGALS9",-0.309037348987145,0.0437543149528195,43
"OID20782","O95633","FSTL3",-0.0549560562286749,0.726326257544868,43
"OID20783","Q92956","TNFRSF14",0.0242271669978944,0.877444710859169,43
"OID20784","Q9BYZ8","REG4",-0.140222254150073,0.369801030947089,43
"OID20785","Q8TEU8","WFIKKN2",0.265100839380754,0.0857879557381288,43
"OID20786","O00468","AGRN",-0.101485578327666,0.517275609110839,43
"OID20787","Q03403","TFF2",-0.0946379976666968,0.546074077390841,43
"OID20788","P19876","CXCL3",-0.0883499790474211,0.573175187281413,43
"OID20789","Q13232","NME3",-0.0757897410528943,0.62906905528484,43
"OID20790","Q86VW0","SESTD1",-0.0894135174476212,0.568548519799561,43
"OID20792","Q92597","NDRG1",-0.149845138868505,0.337520743423493,43
"OID20793","A1E959","ODAM",-0.0476123270248116,0.76174748609893,43
"OID20796","P51531","SMARCA2",-0.0615154482753171,0.695155213878467,43
"OID20797","O14579","COPE",-0.0787291054865321,0.615788041460784,43
"OID20798","P15336","ATF2",-0.119853771574165,0.44394987816613,43
"OID20799","P53985","SLC16A1",-0.250737285607088,0.104852596746095,43
"OID20801","P22676","CALB2",0.0162963348014296,0.917391482437783,43
"OID20803","Q4LE39","ARID4B",0.0711039245160803,0.650480658090914,43
"OID20804","Q9NSK7","C19orf12",-0.0359041040277199,0.819199361679324,43
"OID20805","Q8WTV0","SCARB1",0.00550716746731804,0.9720406681758,43
"OID20806","Q9UKV5","AMFR",0.103544089988611,0.508768849443264,43
"OID20807","P45452","MMP13",-0.141763898506199,0.364509010467013,43
"OID20808","Q96JP9","CDHR1",-0.0767796925746189,0.624582935162352,43
"OID20811","P48047","ATP5PO",-0.0890241871223423,0.570240211905892,43
"OID20812","Q6ZMC9","SIGLEC15",-0.153883700452134,0.324509795614672,43
"OID20814","Q6P1M0","SLC27A4",-0.0408166094733408,0.794961184387772,43
"OID20816","P13385","TDGF1",0.125879910323359,0.421204623081404,43
"OID20818","P05455","SSB",-0.26357112063736,0.0876797247979725,43
"OID20819","O96013","PAK4",0.10875268694336,0.487564222907289,43
"OID20820","Q9NXA8","SIRT5",-0.0337878560878523,0.829693777970632,43
"OID20821","Q8N2G4","LYPD1",-0.174130697699055,0.26409596592276,43
"OID20822","P49023","PXN",0.00565405545154908,0.971295238594962,43
"OID20824","P15018","LIF",-0.158423367760026,0.31026531938564,43
"OID20827","P51452","DUSP3",-0.212410637177756,0.171471980823693,43
"OID20828","P09769","FGR",-0.174288915132059,0.263655472704961,43
"OID20829","P14625","HSP90B1",0.0825202320189534,0.598836262703842,43
"OID20832","Q9UM07","PADI4",-0.216093103416436,0.163992397817787,43
"OID20833","P26440","IVD",-0.155706700508373,0.318741126756768,43
"OID20834","P29474","NOS3",-0.203725995182271,0.190078631101238,43
"OID20835","O60240","PLIN1",0.0340759456008192,0.828263385544797,43
"OID20836","P41208","CETN2",-0.080701870302963,0.606941561825964,43
"OID20837","Q9Y6E0","STK24",-0.117335456185225,0.453651321636635,43
"OID20838","Q9UJY5","GGA1",-0.0276183895907705,0.860448987020194,43
"OID20839","P30039","PBLD",-0.173626757710164,0.265502240755575,43
"OID20840","Q5JZY3","EPHA10",-0.0633584350617283,0.686483090373148,43
"OID20841","Q02643","GHRHR",-0.241917648059496,0.118068770233193,43
"OID20842","Q9BW30","TPPP3",-0.340099171265992,0.025651569872274,43
"OID20843","Q16864","ATP6V1F",-0.0538260377559545,0.731742248270936,43
"OID20844","Q9HA65","TBC1D17",-0.194454278309839,0.211476438827037,43
"OID20845","Q96PP9","GBP4",-0.0156123016811853,0.920847731317912,43
"OID20846","Q9Y680","FKBP7",-0.126168692255055,0.420131442129379,43
"OID20847","Q03393","PTS",-0.240921764515011,0.119636738849412,43
"OID20848","P01375","TNF",-0.134481949898608,0.389906675302046,43
"OID20849","P58417","NXPH1",-0.376770038123309,0.0127607608061219,43
"OID20850","Q15126","PMVK",-0.136110044775357,0.384140252720649,43
"OID20851","Q6UX27","VSTM1",-0.158962337005203,0.308600968972588,43
"OID20852","Q15043","SLC39A14",-0.00343715712825434,0.982547801170432,43
"OID20853","Q9UK53","ING1",0.161881927997736,0.299684206562943,43
"OID20855","Q9H0C8","ILKAP",-0.239333273456503,0.122170169249159,43
"OID20856","Q07812","BAX",-0.0686164156477291,0.661962531560069,43
"OID20857","Q9Y5P4","CERT1",-0.0525849070549264,0.737705637502165,43
"OID20858","Q9H2W6","MRPL46",0.00795359331143512,0.95962905224156,43
"OID20859","Q9Y2V2","CARHSP1",-0.266320334968258,0.0843027071795642,43
"OID20860","P13647","KRT5",-0.0277147146049746,0.859967107565524,43
"OID20861","P39905","GDNF",-0.127155678049598,0.416475271855443,43
"OID20862","O94813","SLIT2",-0.0995558250136115,0.525314152133199,43
"OID20863","P29475","NOS1",-0.0660035685431632,0.674105870730837,43
"OID20864","O14523","C2CD2L",-0.24466834820433,0.113818572949738,43
"OID20865","Q9UBB4","ATXN10",-0.0255429907997462,0.87084333257695,43
"OID20866","Q9H3R2","MUC13",-0.36832486489283,0.0150898901844514,43
