contrast,collection,database,set_id,set,set_short,set_size,set_size_DB,size_ratio,set_size_in_input,input_size,background_size,p_value,adj_p_value
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14775,PTMSIGDB_DISEASE-PSP_ALS,PTMSIGDB_DISEASE-PSP_ALS,6,17,0.353,4,3836,15818,0.033756117,0.142349177
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15096,PTMSIGDB_KINASE-PSP_ULK1,PTMSIGDB_KINASE-PSP_ULK1,6,71,0.085,4,3836,15818,0.033756117,0.142349177
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15217,PTMSIGDB_KINASE-iKiP_GRK1,PTMSIGDB_KINASE-iKiP_GRK1,6,25,0.24,4,3836,15818,0.033756117,0.142349177
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15678,PTMSIGDB_PERT-PSP_INSULIN,PTMSIGDB_PERT-PSP_INSULIN,39,77,0.506,15,3836,15818,0.034046401,0.142349177
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15496,PTMSIGDB_PERT-P100-DIA2_COMPOUND_E,PTMSIGDB_PERT-P100-DIA2_COMPOUND_E,87,194,0.448,29,3836,15818,0.034869782,0.144545676
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15531,PTMSIGDB_PERT-P100-DIA2_ISOPROTERENOL,PTMSIGDB_PERT-P100-DIA2_ISOPROTERENOL,84,185,0.454,28,3836,15818,0.037666866,0.154817204
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14851,PTMSIGDB_KINASE-PSP_AMPKA1/PRKAA1,PTMSIGDB_KINASE-PSP_AMPKA1/PRKAA1,33,161,0.205,13,3836,15818,0.038530233,0.157034983
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15491,PTMSIGDB_PERT-P100-DIA2_CARFILZOMIB,PTMSIGDB_PERT-P100-DIA2_CARFILZOMIB,81,190,0.426,27,3836,15818,0.040704528,0.162279496
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15554,PTMSIGDB_PERT-P100-DIA2_PRAVASTATIN,PTMSIGDB_PERT-P100-DIA2_PRAVASTATIN,81,194,0.418,27,3836,15818,0.040704528,0.162279496
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15110,PTMSIGDB_KINASE-PSP_p90RSK/RPS6KA1,PTMSIGDB_KINASE-PSP_p90RSK/RPS6KA1,30,73,0.411,12,3836,15818,0.040820822,0.162279496
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15553,PTMSIGDB_PERT-P100-DIA2_PONATINIB,PTMSIGDB_PERT-P100-DIA2_PONATINIB,99,215,0.46,32,3836,15818,0.042080033,0.165925335
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15562,PTMSIGDB_PERT-P100-DIA2_ROSCOVITINE,PTMSIGDB_PERT-P100-DIA2_ROSCOVITINE,85,169,0.503,28,3836,15818,0.043553954,0.168142386
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15585,PTMSIGDB_PERT-P100-DIA2_VANDETANIB,PTMSIGDB_PERT-P100-DIA2_VANDETANIB,85,213,0.399,28,3836,15818,0.043553954,0.168142386
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15159,PTMSIGDB_KINASE-iKiP_CDK9-CCNK,PTMSIGDB_KINASE-iKiP_CDK9-CCNK,64,115,0.557,22,3836,15818,0.043984829,0.168142386
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15186,PTMSIGDB_KINASE-iKiP_DYRK4,PTMSIGDB_KINASE-iKiP_DYRK4,121,272,0.445,38,3836,15818,0.044029037,0.168142386
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15564,PTMSIGDB_PERT-P100-DIA2_SALERMIDE,PTMSIGDB_PERT-P100-DIA2_SALERMIDE,54,118,0.458,19,3836,15818,0.046788173,0.177283311
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15495,PTMSIGDB_PERT-P100-DIA2_CI-994,PTMSIGDB_PERT-P100-DIA2_CI-994,61,153,0.399,21,3836,15818,0.047576674,0.178873543
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15582,PTMSIGDB_PERT-P100-DIA2_UNC-0321,PTMSIGDB_PERT-P100-DIA2_UNC-0321,44,84,0.524,16,3836,15818,0.048769072,0.181946152
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15137,PTMSIGDB_KINASE-iKiP_CAMK2B,PTMSIGDB_KINASE-iKiP_CAMK2B,51,103,0.495,18,3836,15818,0.050582495,0.18727107
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15708,PTMSIGDB_PERT-PSP_SII_ANGIOTENSIN_2,PTMSIGDB_PERT-PSP_SII_ANGIOTENSIN_2,31,36,0.861,12,3836,15818,0.052339574,0.192308283
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15579,PTMSIGDB_PERT-P100-DIA2_TRAMETINIB,PTMSIGDB_PERT-P100-DIA2_TRAMETINIB,108,215,0.502,34,3836,15818,0.052736966,0.192311493
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15556,PTMSIGDB_PERT-P100-DIA2_PS-1145,PTMSIGDB_PERT-P100-DIA2_PS-1145,80,181,0.442,26,3836,15818,0.058602087,0.212104568
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15275,PTMSIGDB_KINASE-iKiP_MAPK15.ERK7,PTMSIGDB_KINASE-iKiP_MAPK15.ERK7,22,65,0.338,9,3836,15818,0.062957853,0.224249847
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14894,PTMSIGDB_KINASE-PSP_CDK4,PTMSIGDB_KINASE-PSP_CDK4,7,78,0.09,4,3836,15818,0.063807173,0.224249847
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15183,PTMSIGDB_KINASE-iKiP_DYRK1B,PTMSIGDB_KINASE-iKiP_DYRK1B,7,15,0.467,4,3836,15818,0.063807173,0.224249847
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15663,PTMSIGDB_PERT-PSP_H2O2,PTMSIGDB_PERT-PSP_H2O2,7,27,0.259,4,3836,15818,0.063807173,0.224249847
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15499,PTMSIGDB_PERT-P100-DIA2_CURCUMIN,PTMSIGDB_PERT-P100-DIA2_CURCUMIN,56,114,0.491,19,3836,15818,0.065847034,0.229477334
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14849,PTMSIGDB_DISEASE-PSP_type_2_diabetes,PTMSIGDB_DISEASE-PSP_type_2_diabetes,19,32,0.594,8,3836,15818,0.06624088,0.229477334
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15703,PTMSIGDB_PERT-PSP_RAPAMYCIN,PTMSIGDB_PERT-PSP_RAPAMYCIN,16,37,0.432,7,3836,15818,0.068950859,0.237171393
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15521,PTMSIGDB_PERT-P100-DIA2_GELDANAMYCIN,PTMSIGDB_PERT-P100-DIA2_GELDANAMYCIN,46,111,0.414,16,3836,15818,0.071041668,0.242642317
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15502,PTMSIGDB_PERT-P100-DIA2_DASATINIB,PTMSIGDB_PERT-P100-DIA2_DASATINIB,93,193,0.482,29,3836,15818,0.077190554,0.26180013
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15021,PTMSIGDB_KINASE-PSP_PAK1,PTMSIGDB_KINASE-PSP_PAK1,23,77,0.299,9,3836,15818,0.081935423,0.272182741
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15229,PTMSIGDB_KINASE-iKiP_ICK,PTMSIGDB_KINASE-iKiP_ICK,23,96,0.24,9,3836,15818,0.081935423,0.272182741
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15354,PTMSIGDB_KINASE-iKiP_PRKD1,PTMSIGDB_KINASE-iKiP_PRKD1,23,66,0.348,9,3836,15818,0.081935423,0.272182741
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15540,PTMSIGDB_PERT-P100-DIA2_METHYLSTAT,PTMSIGDB_PERT-P100-DIA2_METHYLSTAT,40,95,0.421,14,3836,15818,0.083812304,0.27652359
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15511,PTMSIGDB_PERT-P100-DIA2_EPZ-5687,PTMSIGDB_PERT-P100-DIA2_EPZ-5687,44,108,0.407,15,3836,15818,0.091800705,0.300833393
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15513,PTMSIGDB_PERT-P100-DIA2_ERLOTINIB,PTMSIGDB_PERT-P100-DIA2_ERLOTINIB,102,224,0.455,31,3836,15818,0.092932778,0.30151836
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15482,PTMSIGDB_PERT-P100-DIA2_BIX-01338,PTMSIGDB_PERT-P100-DIA2_BIX-01338,62,132,0.47,20,3836,15818,0.0950884,0.30151836
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15591,PTMSIGDB_PERT-P100-DIA2_VX-970,PTMSIGDB_PERT-P100-DIA2_VX-970,62,175,0.354,20,3836,15818,0.0950884,0.30151836
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15445,PTMSIGDB_PATH-NP_IL6_PATHWAY,PTMSIGDB_PATH-NP_IL6_PATHWAY,5,13,0.385,3,3836,15818,0.09573985,0.30151836
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA,15599,PTMSIGDB_PERT-P100-DIA_STAUROSPORINE,PTMSIGDB_PERT-P100-DIA_STAUROSPORINE,5,8,0.625,3,3836,15818,0.09573985,0.30151836
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15623,PTMSIGDB_PERT-PSP_AMINO_ACIDS,PTMSIGDB_PERT-PSP_AMINO_ACIDS,5,8,0.625,3,3836,15818,0.09573985,0.30151836
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14844,PTMSIGDB_DISEASE-PSP_prostate_cancer,PTMSIGDB_DISEASE-PSP_prostate_cancer,14,58,0.241,6,3836,15818,0.098838574,0.304490059
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15260,PTMSIGDB_KINASE-iKiP_MAP3K2,PTMSIGDB_KINASE-iKiP_MAP3K2,14,40,0.35,6,3836,15818,0.098838574,0.304490059
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15373,PTMSIGDB_KINASE-iKiP_RPS6KB1,PTMSIGDB_KINASE-iKiP_RPS6KB1,48,180,0.267,16,3836,15818,0.0991947,0.304490059
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15545,PTMSIGDB_PERT-P100-DIA2_NILOTINIB,PTMSIGDB_PERT-P100-DIA2_NILOTINIB,48,118,0.407,16,3836,15818,0.0991947,0.304490059
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15552,PTMSIGDB_PERT-P100-DIA2_PD0325901,PTMSIGDB_PERT-P100-DIA2_PD0325901,59,122,0.484,19,3836,15818,0.103334795,0.311309908
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14988,PTMSIGDB_KINASE-PSP_MKK4/MAP2K4,PTMSIGDB_KINASE-PSP_MKK4/MAP2K4,8,16,0.5,4,3836,15818,0.103650814,0.311309908
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15695,PTMSIGDB_PERT-PSP_PD98059,PTMSIGDB_PERT-PSP_PD98059,8,11,0.727,4,3836,15818,0.103650814,0.311309908
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15454,PTMSIGDB_PATH-NP_TIE2_PATHWAY,PTMSIGDB_PATH-NP_TIE2_PATHWAY,24,83,0.289,9,3836,15818,0.103983928,0.311309908
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15277,PTMSIGDB_KINASE-iKiP_MAPK7.ERK5,PTMSIGDB_KINASE-iKiP_MAPK7.ERK5,31,115,0.27,11,3836,15818,0.108179624,0.321884157
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15367,PTMSIGDB_KINASE-iKiP_RPS6KA1,PTMSIGDB_KINASE-iKiP_RPS6KA1,49,128,0.383,16,3836,15818,0.115539637,0.341687343
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15697,PTMSIGDB_PERT-PSP_PHORBOL_ESTER,PTMSIGDB_PERT-PSP_PHORBOL_ESTER,35,113,0.31,12,3836,15818,0.119136731,0.350189784
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15476,PTMSIGDB_PERT-P100-DIA2_AMIODARONE,PTMSIGDB_PERT-P100-DIA2_AMIODARONE,109,248,0.44,32,3836,15818,0.1288666,0.363954722
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15479,PTMSIGDB_PERT-P100-DIA2_BAFILOMYCIN_A1,PTMSIGDB_PERT-P100-DIA2_BAFILOMYCIN_A1,39,75,0.52,13,3836,15818,0.128914479,0.363954722
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15116,PTMSIGDB_KINASE-iKiP_AKT1,PTMSIGDB_KINASE-iKiP_AKT1,25,73,0.342,9,3836,15818,0.129042918,0.363954722
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15222,PTMSIGDB_KINASE-iKiP_GSK3B,PTMSIGDB_KINASE-iKiP_GSK3B,25,87,0.287,9,3836,15818,0.129042918,0.363954722
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15369,PTMSIGDB_KINASE-iKiP_RPS6KA3,PTMSIGDB_KINASE-iKiP_RPS6KA3,25,59,0.424,9,3836,15818,0.129042918,0.363954722
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15690,PTMSIGDB_PERT-PSP_NOCODAZOLE,PTMSIGDB_PERT-PSP_NOCODAZOLE,25,112,0.223,9,3836,15818,0.129042918,0.363954722
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15139,PTMSIGDB_KINASE-iKiP_CAMK2G,PTMSIGDB_KINASE-iKiP_CAMK2G,94,212,0.443,28,3836,15818,0.129072602,0.363954722
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15449,PTMSIGDB_PATH-NP_NOTCH_PATHWAY,PTMSIGDB_PATH-NP_NOTCH_PATHWAY,15,34,0.441,6,3836,15818,0.132266196,0.370804074
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15484,PTMSIGDB_PERT-P100-DIA2_BMS-906024,PTMSIGDB_PERT-P100-DIA2_BMS-906024,87,213,0.408,26,3836,15818,0.135527433,0.377763246
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15138,PTMSIGDB_KINASE-iKiP_CAMK2D,PTMSIGDB_KINASE-iKiP_CAMK2D,65,193,0.337,20,3836,15818,0.139888771,0.386083157
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15590,PTMSIGDB_PERT-P100-DIA2_VU0155056,PTMSIGDB_PERT-P100-DIA2_VU0155056,54,110,0.491,17,3836,15818,0.140104403,0.386083157
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15458,PTMSIGDB_PATH-NP_TWEAK_PATHWAY,PTMSIGDB_PATH-NP_TWEAK_PATHWAY,12,20,0.6,5,3836,15818,0.142483193,0.390420049
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15426,PTMSIGDB_PATH-NP_AGE_RAGE_PATHWAY,PTMSIGDB_PATH-NP_AGE_RAGE_PATHWAY,9,30,0.3,4,3836,15818,0.151949069,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15674,PTMSIGDB_PERT-PSP_IL_1B,PTMSIGDB_PERT-PSP_IL_1B,9,15,0.6,4,3836,15818,0.151949069,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15225,PTMSIGDB_KINASE-iKiP_HIPK1,PTMSIGDB_KINASE-iKiP_HIPK1,33,47,0.702,11,3836,15818,0.154768007,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15563,PTMSIGDB_PERT-P100-DIA2_RUXOLITINIB,PTMSIGDB_PERT-P100-DIA2_RUXOLITINIB,66,170,0.388,20,3836,15818,0.157125206,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14834,PTMSIGDB_DISEASE-PSP_neuroblastoma,PTMSIGDB_DISEASE-PSP_neuroblastoma,6,59,0.102,3,3836,15818,0.157723584,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14896,PTMSIGDB_KINASE-PSP_CDK6,PTMSIGDB_KINASE-PSP_CDK6,6,48,0.125,3,3836,15818,0.157723584,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15050,PTMSIGDB_KINASE-PSP_PKG1_iso2/PRKG1,PTMSIGDB_KINASE-PSP_PKG1_iso2/PRKG1,6,8,0.75,3,3836,15818,0.157723584,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15074,PTMSIGDB_KINASE-PSP_Ret/RET,PTMSIGDB_KINASE-PSP_Ret/RET,6,31,0.194,3,3836,15818,0.157723584,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15392,PTMSIGDB_KINASE-iKiP_STK38,PTMSIGDB_KINASE-iKiP_STK38,6,14,0.429,3,3836,15818,0.157723584,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15435,PTMSIGDB_PATH-NP_FSH_PATHWAY,PTMSIGDB_PATH-NP_FSH_PATHWAY,6,18,0.333,3,3836,15818,0.157723584,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15686,PTMSIGDB_PERT-PSP_LPS,PTMSIGDB_PERT-PSP_LPS,6,12,0.5,3,3836,15818,0.157723584,0.406893288
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15551,PTMSIGDB_PERT-P100-DIA2_PD-0332991,PTMSIGDB_PERT-P100-DIA2_PD-0332991,44,112,0.393,14,3836,15818,0.159089706,0.408246071
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15517,PTMSIGDB_PERT-P100-DIA2_EXIFONE,PTMSIGDB_PERT-P100-DIA2_EXIFONE,70,174,0.402,21,3836,15818,0.161941015,0.411211479
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15525,PTMSIGDB_PERT-P100-DIA2_GSK1210151A,PTMSIGDB_PERT-P100-DIA2_GSK1210151A,70,148,0.473,21,3836,15818,0.161941015,0.411211479
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15280,PTMSIGDB_KINASE-iKiP_MAPKAPK2,PTMSIGDB_KINASE-iKiP_MAPKAPK2,74,159,0.465,22,3836,15818,0.16640155,0.419863082
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14839,PTMSIGDB_DISEASE-PSP_ovarian_cancer,PTMSIGDB_DISEASE-PSP_ovarian_cancer,16,62,0.258,6,3836,15818,0.170255398,0.419863082
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15157,PTMSIGDB_KINASE-iKiP_CDK7-CCNH-MNAT1,PTMSIGDB_KINASE-iKiP_CDK7-CCNH-MNAT1,16,33,0.485,6,3836,15818,0.170255398,0.419863082
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15293,PTMSIGDB_KINASE-iKiP_MKNK2,PTMSIGDB_KINASE-iKiP_MKNK2,16,66,0.242,6,3836,15818,0.170255398,0.419863082
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15506,PTMSIGDB_PERT-P100-DIA2_DINACICLIB,PTMSIGDB_PERT-P100-DIA2_DINACICLIB,63,151,0.417,19,3836,15818,0.170506736,0.419863082
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15539,PTMSIGDB_PERT-P100-DIA2_LY-294002,PTMSIGDB_PERT-P100-DIA2_LY-294002,78,163,0.479,23,3836,15818,0.170542324,0.419863082
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15136,PTMSIGDB_KINASE-iKiP_CAMK2A,PTMSIGDB_KINASE-iKiP_CAMK2A,67,178,0.376,20,3836,15818,0.175465936,0.429802925
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15550,PTMSIGDB_PERT-P100-DIA2_PAZOPANIB,PTMSIGDB_PERT-P100-DIA2_PAZOPANIB,94,195,0.482,27,3836,15818,0.184472711,0.44574299
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15085,PTMSIGDB_KINASE-PSP_TBK1,PTMSIGDB_KINASE-PSP_TBK1,13,78,0.167,5,3836,15818,0.187487773,0.44574299
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15121,PTMSIGDB_KINASE-iKiP_AMPKA2,PTMSIGDB_KINASE-iKiP_AMPKA2,13,41,0.317,5,3836,15818,0.187487773,0.44574299
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15437,PTMSIGDB_PATH-NP_GLP1_PATHWAY,PTMSIGDB_PATH-NP_GLP1_PATHWAY,13,35,0.371,5,3836,15818,0.187487773,0.44574299
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15451,PTMSIGDB_PATH-NP_OXYTOCIN_PATHWAY,PTMSIGDB_PATH-NP_OXYTOCIN_PATHWAY,13,29,0.448,5,3836,15818,0.187487773,0.44574299
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15719,PTMSIGDB_PERT-PSP_TNF,PTMSIGDB_PERT-PSP_TNF,13,34,0.382,5,3836,15818,0.187487773,0.44574299
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15160,PTMSIGDB_KINASE-iKiP_CDK9-CCNT1,PTMSIGDB_KINASE-iKiP_CDK9-CCNT1,38,105,0.362,12,3836,15818,0.190949627,0.44995015
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15076,PTMSIGDB_KINASE-PSP_SGK1,PTMSIGDB_KINASE-PSP_SGK1,20,53,0.377,7,3836,15818,0.191112847,0.44995015
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15707,PTMSIGDB_PERT-PSP_SERUM,PTMSIGDB_PERT-PSP_SERUM,10,44,0.227,4,3836,15818,0.206835671,0.484614978
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15526,PTMSIGDB_PERT-P100-DIA2_GSK126,PTMSIGDB_PERT-P100-DIA2_GSK126,84,181,0.464,24,3836,15818,0.209939683,0.4873664
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15510,PTMSIGDB_PERT-P100-DIA2_EPZ-5676,PTMSIGDB_PERT-P100-DIA2_EPZ-5676,65,146,0.445,19,3836,15818,0.211024627,0.4873664
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15516,PTMSIGDB_PERT-P100-DIA2_EX527,PTMSIGDB_PERT-P100-DIA2_EX527,65,148,0.439,19,3836,15818,0.211024627,0.4873664
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-WP,15470,PTMSIGDB_PATH-WP_Translation_inhibitors_in_chronically_activated_PDGFRA_cells,PTMSIGDB_PATH-WP_Translation_inhibitors_in...(15470),17,22,0.773,6,3836,15818,0.212119533,0.487573333
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15581,PTMSIGDB_PERT-P100-DIA2_TRICHOSTATIN_A,PTMSIGDB_PERT-P100-DIA2_TRICHOSTATIN_A,92,194,0.474,26,3836,15818,0.215875482,0.493866078
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15577,PTMSIGDB_PERT-P100-DIA2_TG101348,PTMSIGDB_PERT-P100-DIA2_TG101348,73,150,0.487,21,3836,15818,0.219130634,0.498959426
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15226,PTMSIGDB_KINASE-iKiP_HIPK2,PTMSIGDB_KINASE-iKiP_HIPK2,28,53,0.528,9,3836,15818,0.220421497,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15592,PTMSIGDB_PERT-P100-DIA2_ZEBULARINE,PTMSIGDB_PERT-P100-DIA2_ZEBULARINE,58,133,0.436,17,3836,15818,0.224023239,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14973,PTMSIGDB_KINASE-PSP_LRRK2,PTMSIGDB_KINASE-PSP_LRRK2,7,85,0.082,3,3836,15818,0.228160892,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15333,PTMSIGDB_KINASE-iKiP_PIM2,PTMSIGDB_KINASE-iKiP_PIM2,7,27,0.259,3,3836,15818,0.228160892,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15335,PTMSIGDB_KINASE-iKiP_PKN1,PTMSIGDB_KINASE-iKiP_PKN1,7,28,0.25,3,3836,15818,0.228160892,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15673,PTMSIGDB_PERT-PSP_IL_1A,PTMSIGDB_PERT-PSP_IL_1A,7,12,0.583,3,3836,15818,0.228160892,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15698,PTMSIGDB_PERT-PSP_PHORBOL_ESTER_IONOMYCIN,PTMSIGDB_PERT-PSP_PHORBOL_ESTER_IONOMYCIN,7,11,0.636,3,3836,15818,0.228160892,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15512,PTMSIGDB_PERT-P100-DIA2_EPZ004777,PTMSIGDB_PERT-P100-DIA2_EPZ004777,62,126,0.492,18,3836,15818,0.228644291,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15558,PTMSIGDB_PERT-P100-DIA2_RESVERATROL,PTMSIGDB_PERT-P100-DIA2_RESVERATROL,62,130,0.477,18,3836,15818,0.228644291,0.499515681
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15442,PTMSIGDB_PATH-NP_IL33_PATHWAY,PTMSIGDB_PATH-NP_IL33_PATHWAY,21,52,0.404,7,3836,15818,0.230273607,0.500420602
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15143,PTMSIGDB_KINASE-iKiP_CDC2-CCNB1,PTMSIGDB_KINASE-iKiP_CDC2-CCNB1,32,86,0.372,10,3836,15818,0.231122092,0.500420602
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15155,PTMSIGDB_KINASE-iKiP_CDK6-CCND1,PTMSIGDB_KINASE-iKiP_CDK6-CCND1,14,28,0.5,5,3836,15818,0.236737328,0.510300462
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15176,PTMSIGDB_KINASE-iKiP_CSNK2A1.CK2A1,PTMSIGDB_KINASE-iKiP_CSNK2A1.CK2A1,51,100,0.51,15,3836,15818,0.238296097,0.511387641
