Cluster,EdgeBetweenness,interaction,modality,name,Peak_chr,Peak_end,Peak_start,regulator_id,selected,shared interaction,shared name,site,source,strand,Target_gene_id,target_id,TF_id,tissue,Weight,MEF2A_sign,target_sign,target_sign_consensus,directionality
13,573099.2597,regulates,RE,MEF2A (regulates) FRAT2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) FRAT2,S98sT108t,SCION,NA,NA,ENSG00000181274.7,NA,muscle,0.113069463,1,-1|-1,-1,-1
13,486688.5450216334,regulates,RE,MEF2A (regulates) CAMTA1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) CAMTA1,S98sT108t,SCION,NA,NA,ENSG00000171735.19,NA,muscle,0.111482293,1,-1,-1,-1
13,330318.8860071256,regulates,RE,MEF2A (regulates) ASXL1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ASXL1,S98sT108t,SCION,NA,NA,ENSG00000171456.21,NA,muscle,0.104710018,1,-1|-1,-1,-1
13,5345,regulates,RE,MEF2A (regulates) HMGB2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) HMGB2,S98sT108t,SCION,NA,NA,ENSG00000164104.12,NA,muscle,0.113817331,1,1|-1,NA,NA
13,5345,regulates,RE,MEF2A (regulates) NXF1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) NXF1,S98sT108t,SCION,NA,NA,ENSG00000162231.14,NA,muscle,0.111102334,1,-1|-1|-1|-1,-1,-1
13,250029.45434782005,regulates,RE,MEF2A (regulates) MBNL1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) MBNL1,S98sT108t,SCION,NA,NA,ENSG00000152601.18,NA,muscle,0.110507382,1,-1|-1,-1,-1
13,504280.3640693165,regulates,RE,MEF2A (regulates) TAF5,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) TAF5,S98sT108t,SCION,NA,NA,ENSG00000148835.12,NA,muscle,0.144551531,1,1,1,1
13,13111.700000000495,regulates,RE,MEF2A (regulates) NOTCH1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) NOTCH1,S98sT108t,SCION,NA,NA,ENSG00000148400.13,NA,muscle,0.204496477,1,1,1,1
13,504139.7150090989,regulates,RE,MEF2A (regulates) MEPCE,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) MEPCE,S98sT108t,SCION,NA,NA,ENSG00000146834.14,NA,muscle,0.14457831,1,1|-1|-1,-1,-1
13,5345,regulates,RE,MEF2A (regulates) RHOB,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) RHOB,S98sT108t,SCION,NA,NA,ENSG00000143878.10,NA,muscle,0.25401689,1,1|1|-1,1,1
13,1051845.2836746296,regulates,RE,MEF2A (regulates) ARNT,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ARNT,S98sT108t,SCION,NA,NA,ENSG00000143437.21,NA,muscle,0.123883473,1,-1|-1,-1,-1
11,536757.2793167802,regulates,EE,MEF2A (regulates) MCL1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) MCL1,S98sT108t,SCION,NA,NA,ENSG00000143384.14,NA,muscle,0.11708887,1,1|1|-1,1,1
13,341336.96663059556,regulates,RE,MEF2A (regulates) EPC2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) EPC2,S98sT108t,SCION,NA,NA,ENSG00000135999.12,NA,muscle,0.12913624,1,-1|-1|-1,-1,-1
13,1060070.4781191614,regulates,RE,MEF2A (regulates) E2F8,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) E2F8,S98sT108t,SCION,NA,NA,ENSG00000129173.13,NA,muscle,0.125382762,1,-1,-1,-1
13,501797.77499999537,regulates,RE,MEF2A (regulates) HERPUD2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) HERPUD2,S98sT108t,SCION,NA,NA,ENSG00000122557.11,NA,muscle,0.118381609,1,-1|-1,-1,-1
13,389493.16722106206,regulates,RE,MEF2A (regulates) KLF9,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) KLF9,S98sT108t,SCION,NA,NA,ENSG00000119138.5,NA,muscle,0.244774528,1,1|-1,NA,NA
13,762063.9374541766,regulates,RE,MEF2A (regulates) MAN2A1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) MAN2A1,S98sT108t,SCION,NA,NA,ENSG00000112893.10,NA,muscle,0.109384344,1,1|-1,NA,NA
13,503039.96168829093,regulates,RE,MEF2A (regulates) CEP85L,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) CEP85L,S98sT108t,SCION,NA,NA,ENSG00000111860.14,NA,muscle,0.271115065,1,1|1|-1|-1,NA,NA
11,1099829.8950860612,regulates,EE,MEF2A (regulates) CHRAC1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) CHRAC1,S98sT108t,SCION,NA,NA,ENSG00000104472.10,NA,muscle,0.200403962,1,-1,-1,-1
13,5345,regulates,RE,MEF2A (regulates) IZUMO4,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) IZUMO4,S98sT108t,SCION,NA,NA,ENSG00000099840.14,NA,muscle,0.136612302,1,-1,-1,-1
13,499990.4227993954,regulates,RE,MEF2A (regulates) IKZF5,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) IKZF5,S98sT108t,SCION,NA,NA,ENSG00000095574.12,NA,muscle,0.129388037,1,1|-1,NA,NA
13,1004222.6210385408,regulates,RE,MEF2A (regulates) PHRF1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) PHRF1,S98sT108t,SCION,NA,NA,ENSG00000070047.13,NA,muscle,0.135031096,1,1|-1,NA,NA
13,332344.30267380585,regulates,RE,MEF2A (regulates) LIMCH1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) LIMCH1,S98sT108t,SCION,NA,NA,ENSG00000064042.18,NA,muscle,0.122439492,1,-1,-1,-1
13,91658.19126984592,regulates,RE,MEF2A (regulates) PIAS1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) PIAS1,S98sT108t,SCION,NA,NA,ENSG00000033800.14,NA,muscle,0.328173679,1,-1,-1,-1
13,11888.20487189845,regulates,RE,MEF2A (regulates) ATP6V0A1,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) ATP6V0A1,S98sT108t,SCION,NA,NA,ENSG00000033627.17,NA,muscle,0.158659792,1,-1,-1,-1
13,8548.794444444984,regulates,RE,MEF2A (regulates) RANBP9,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) RANBP9,S98sT108t,SCION,NA,NA,ENSG00000010017.13,NA,muscle,0.121867752,1,1|1|-1,1,1
13,502427.51168833673,regulates,RE,MEF2A (regulates) CREBBP,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) CREBBP,S98sT108t,SCION,NA,NA,ENSG00000005339.15,NA,muscle,0.336849065,1,-1|-1,-1,-1
11,336512.4090999941,regulates,RE,MEF2A (regulates) ZBTB6,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ZBTB6,S98s,SCION,NA,NA,ENSG00000186130.5,NA,muscle,0.181274013,-1,-1|-1,-1,1
11,22379.45574,regulates,RE,MEF2A (regulates) SEMA4B,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SEMA4B,S98s,SCION,NA,NA,ENSG00000185033.15,NA,muscle,0.16626267,-1,-1,-1,1
11,418913.9122405381,regulates,RE,MEF2A (regulates) ZBTB40,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ZBTB40,S98s,SCION,NA,NA,ENSG00000184677.18,NA,muscle,0.105672644,-1,-1,-1,1
11,23452.118073593894,regulates,RE,MEF2A (regulates) ERCC6L2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ERCC6L2,S98s,SCION,NA,NA,ENSG00000182150.19,NA,muscle,0.165995499,-1,-1|-1,-1,1
11,5345,regulates,RE,MEF2A (regulates) LSMEM1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) LSMEM1,S98s,SCION,NA,NA,ENSG00000181016.9,NA,muscle,0.153282882,-1,-1|-1,-1,1
11,433347.84725994733,regulates,RE,MEF2A (regulates) SNX18,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SNX18,S98s,SCION,NA,NA,ENSG00000178996.14,NA,muscle,0.135152595,-1,-1,-1,1
11,395835.24711399525,regulates,RE,MEF2A (regulates) LINC00476,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) LINC00476,S98s,SCION,NA,NA,ENSG00000175611.13,NA,muscle,0.100956728,-1,-1,-1,1
11,773100.3475107938,regulates,RE,MEF2A (regulates) PDIK1L,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) PDIK1L,S98s,SCION,NA,NA,ENSG00000175087.10,NA,muscle,0.227152431,-1,-1|-1,-1,1
11,22420.17261904604,regulates,RE,MEF2A (regulates) STX18,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) STX18,S98s,SCION,NA,NA,ENSG00000168818.10,NA,muscle,0.173349253,-1,-1,-1,1
11,310048.30806021584,regulates,RE,MEF2A (regulates) SP2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SP2,S98s,SCION,NA,NA,ENSG00000167182.16,NA,muscle,0.103713024,-1,-1|-1,-1,1
11,16203.082359307464,regulates,RE,MEF2A (regulates) DEPP1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) DEPP1,S98s,SCION,NA,NA,ENSG00000165507.9,NA,muscle,0.304792806,-1,-1|-1,-1,1
11,754481.4686723717,regulates,RE,MEF2A (regulates) CITED2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) CITED2,S98s,SCION,NA,NA,ENSG00000164442.10,NA,muscle,0.186630788,-1,-1|1|-1,-1,1
11,353324.9515755523,regulates,RE,MEF2A (regulates) THEM4,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) THEM4,S98s,SCION,NA,NA,ENSG00000159445.13,NA,muscle,0.186240222,-1,-1,-1,1
11,810591.3665584369,regulates,RE,MEF2A (regulates) KAT6B,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) KAT6B,S98s,SCION,NA,NA,ENSG00000156650.14,NA,muscle,0.179603351,-1,-1|-1,-1,1
11,549946.205,regulates,EE,MEF2A (regulates) JDP2,NA,NA,NA,Q02078_S98sT108t,FALSE,regulates,MEF2A (regulates) JDP2,S98sT108t,SCION,NA,NA,ENSG00000140044.13,NA,muscle,0.242724335,1,1|1|-1,1,1
11,70711.74372081993,regulates,RE,MEF2A (regulates) SEMA7A,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) SEMA7A,S98s,SCION,NA,NA,ENSG00000138623.10,NA,muscle,0.290576479,-1,1|-1,NA,NA
11,249142.7638888871,regulates,RE,MEF2A (regulates) VPS45,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) VPS45,S98s,SCION,NA,NA,ENSG00000136631.15,NA,muscle,0.230337363,-1,-1|-1|-1,-1,1
11,370613.60319264414,regulates,EE,MEF2A (regulates) DNAJB1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) DNAJB1,S98s,SCION,NA,NA,ENSG00000132002.9,NA,muscle,0.108595943,-1,1|-1,NA,NA
11,429822.4018231825,regulates,RE,MEF2A (regulates) KCNJ2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) KCNJ2,S98s,SCION,NA,NA,ENSG00000123700.5,NA,muscle,0.115187415,-1,1|-1|1|-1,NA,NA
11,104899.00714285651,regulates,RE,MEF2A (regulates) PROSER1,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) PROSER1,S98s,SCION,NA,NA,ENSG00000120685.20,NA,muscle,0.139859746,-1,-1|-1|-1,-1,1
11,105359.15714285483,regulates,RE,MEF2A (regulates) ATAD2B,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ATAD2B,S98s,SCION,NA,NA,ENSG00000119778.15,NA,muscle,0.44401506,-1,1|-1,NA,NA
11,108893.57886002833,regulates,RE,MEF2A (regulates) ARID1A,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) ARID1A,S98s,SCION,NA,NA,ENSG00000117713.21,NA,muscle,0.246013763,-1,-1|-1,-1,1
11,115212.14252296476,regulates,RE,MEF2A (regulates) HARS2,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) HARS2,S98s,SCION,NA,NA,ENSG00000112855.17,NA,muscle,0.154208619,-1,-1,-1,1
11,24647.551270950604,regulates,RE,MEF2A (regulates) IL10RA,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) IL10RA,S98s,SCION,NA,NA,ENSG00000110324.11,NA,muscle,0.122246582,-1,1,1,-1
11,761115.5377833269,regulates,RE,MEF2A (regulates) TNRC6C,NA,NA,NA,Q02078_S98s,FALSE,regulates,MEF2A (regulates) TNRC6C,S98s,SCION,NA,NA,ENSG00000078687.17,NA,muscle,0.142553278,-1,1|-1|-1,-1,1
