"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","nms.score.avg","nms.score.EE","nms.score.RE","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"0.0","0.0","0.0","0.0","0","2","2","false","SLC36A1","SLC36A1","354.5","0.0070029459999999995","0.013103908","9.01984E-4","0","0","false","0","SLC36A1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","RASA4B","RASA4B","170.5","0.0012130259999999999","0.001323627","0.001102425","0","0","false","0","RASA4B","0"
"0.0","0.0","0.0","0.0","0","2","2","false","TFAM","TFAM","526.0","1.916938355393779E-4","8.27266710787558E-5","3.00661E-4","0","0","false","0","TFAM","0"
"0.0","0.0","0.0","0.0","0","6","6","false","PHF23","PHF23","356.0","0.004031962","1.65453E-4","0.007898471","0","0","false","0","PHF23","0"
"0.0","0.0","0.0","0.0","0","3","3","false","PLAU","PLAU","320.0","0.0021223505","1.65453E-4","0.004079248","0","0","false","0","PLAU","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","ABHD2","ABHD2","527.25","0.0062896625","4.13633E-4","0.012165692","0","0","false","0","ABHD2","0"
"0.0","0.0","0.0","0.0","0","4","4","false","SMURF1","SMURF1","377.25","9.14733355393779E-5","8.27266710787558E-5","1.0022E-4","0","0","false","0","SMURF1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","RAB15","RAB15","358.6666666666667","0.002126724","0.003652125","6.01323E-4","0","0","false","0","RAB15","0"
"0.0","0.0","0.0","0.5","0","2","2","false","HBP1","HBP1","690.5","0.0019040415000000002","2.4818E-4","0.003559903","0","0","false","0","HBP1","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","GPR75","GPR75","622.3333333333334","0.004910105499999999","1.65453E-4","0.009654758","0","0","false","0","GPR75","0"
"0.0","0.0","0.0","0.0","0","2","2","false","OSBPL7","OSBPL7","316.0","0.00389275","0.007384618","4.00882E-4","0","0","false","0","OSBPL7","0"
"1.0","0.14823594741423415","1.0","0.0010705773037611602","1","223","1","false","MEF2A","MEF2A","8.533632286995516","0.9719960270000001","1.416102605","0.527889449","222","0","false","0","MEF2A","13574852"
"0.0","0.0","0.0","0.0","0","2","2","false","ATF6","ATF6","354.5","6.164455E-4","3.30907E-4","9.01984E-4","0","0","false","0","ATF6","0"
"0.0","0.0","0.0","0.0","0","5","5","false","RASIP1","RASIP1","482.6","7.818985E-4","6.61813E-4","9.01984E-4","0","0","false","0","RASIP1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","MCMBP","MCMBP","542.0","0.0079295975","0.015859195","0.0","0","0","false","0","MCMBP","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ZKSCAN2-DT","ZKSCAN2-DT","313.0",,"4.13633E-4",,"0","0","false","0","ZKSCAN2-DT","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","MED26","MED26","576.3333333333334","0.0041548555000000004","0.004148485","0.004161226","0","0","false","0","MED26","0"
"4.373069076071117","1.5829676202055127","0.22867235403892294","4.8209366391184575E-4","9","121","2","false","ZBTB7A","ZBTB7A","12.950413223140496","0.256081497","0.163902182","0.348260812","119","0","false","0","ZBTB7A","155620766"
"0.0","0.0","0.0","0.0","0","1","1","false","GDAP1","GDAP1","519.0","2.068165E-4","4.13633E-4","0.0","0","0","false","0","GDAP1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","MED25","MED25","131.5","0.0010437945","4.13633E-4","0.001673956","0","0","false","0","MED25","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CHRAC1","CHRAC1","223.0","1.742E-4","2.4818E-4","1.0022E-4","0","0","false","0","CHRAC1","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","IL1R1","IL1R1","485.0","0.004868742335539377","8.27266710787558E-5","0.009654758","0","0","false","0","IL1R1","0"
"0.0","0.0","0.0","0.05","0","5","5","false","ENSG00000286379.1","ENSG00000286379.1","319.4",,,"0.010857403","0","0","false","0","ENSG00000286379.1","0"
"0.0","0.0","0.0","0.0","0","5","5","false","BMI1","BMI1","179.5","0.002176834","0.003652125","7.01543E-4","0","1","false","0","BMI1","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","FBXO31","FBXO31","552.0","0.0022110785","6.61813E-4","0.003760344","0","0","false","0","FBXO31","0"
"1.0","0.05714594366880995","1.0","0.0067226890756302525","1","35","2","false","EEA1","EEA1","39.68571428571428","0.032325358","0.026750768","0.037899948","33","0","false","0","EEA1","4320618"
"0.0","0.0","0.0","0.0","0","4","4","false","CPEB4","CPEB4","258.25","0.0022464405","4.13633E-4","0.004079248","0","0","false","0","CPEB4","0"
"0.0","0.0","0.0","0.0","0","4","4","false","RNF152","RNF152","223.33333333333334","6.49062E-4","4.9636E-4","8.01764E-4","0","1","false","0","RNF152","0"
"0.0","0.0","0.0","0.0","0","1","1","false","PLP2","PLP2","407.0","0.003687113","0.006973344","4.00882E-4","0","0","false","0","PLP2","0"
"0.0","0.0","0.0","0.3333333333333333","0","3","3","false","SLC7A6","SLC7A6","487.3333333333333","0.0104308475","0.008873698","0.011987997","0","0","false","0","SLC7A6","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PRR33","PRR33","223.5","5.400945E-4","5.79087E-4","5.01102E-4","0","0","false","0","PRR33","0"
"0.0","0.0","0.0","0.0","0","2","2","false","GDAP2","GDAP2","605.5","1.742E-4","2.4818E-4","1.0022E-4","0","0","false","0","GDAP2","0"
"0.0","0.0","0.0","0.0","0","6","6","false","NR4A1","NR4A1","423.6666666666667",,,"0.013521664","0","0","false","0","NR4A1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","P4HA1","P4HA1","349.0","0.00394286","0.007384618","5.01102E-4","0","0","false","0","P4HA1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","UPK3BL1","UPK3BL1","455.0","0.00592327","0.011445658","4.00882E-4","0","0","false","0","UPK3BL1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PPM1F-AS1","PPM1F-AS1","211.5",,"8.27266710787558E-5",,"0","0","false","0","PPM1F-AS1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","SIAH1","SIAH1","342.75","0.007841473","0.015682946","0.0","0","0","false","0","SIAH1","0"
"0.0","0.0","0.0","0.0","0","6","6","false","EGR2","EGR2","423.6666666666667","0.007133102","7.4454E-4","0.013521664","0","0","false","0","EGR2","0"
"0.0","0.0","0.0","0.0","0","4","4","false","ENSG00000280138.1","ENSG00000280138.1","212.25","0.0016212479999999998","1.65453E-4","0.003077043","0","0","false","0","ENSG00000280138.1","0"
"0.0","0.0","0.0","0.06666666666666667","0","6","6","false","ENSG00000279759.1","ENSG00000279759.1","316.1666666666667","0.009846792","5.79087E-4","0.019114497","0","0","false","0","ENSG00000279759.1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","SRSF3","SRSF3","467.0","0.0044415915","0.007880978","0.001002205","0","0","false","0","SRSF3","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CEP76","CEP76","223.0",,,"1.0022E-4","0","0","false","0","CEP76","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ZCCHC17","ZCCHC17","455.0","4.072575E-4","4.13633E-4","4.00882E-4","0","1","false","0","ZCCHC17","0"
"0.0","0.0","0.0","0.0","0","5","5","false","RNFT1","RNFT1","408.6","0.0024401369999999998","0.004479392","4.00882E-4","0","0","false","0","RNFT1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","MYLK2","MYLK2","223.0","0.002537986","0.004975752","1.0022E-4","0","0","false","0","MYLK2","0"
"0.0","0.0","0.0","0.0","0","2","2","false","DIDO1","DIDO1","606.5","0.0019612709999999997","0.003321219","6.01323E-4","0","0","false","0","DIDO1","0"
"0.0","0.0","0.0","0.5","0","2","2","false","ENSG00000289293.1","ENSG00000289293.1","690.5","0.0019040415000000002","2.4818E-4","0.003559903","0","0","false","0","ENSG00000289293.1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ENSG00000288980.1","ENSG00000288980.1","223.0","0.0016783064999999998","0.003256393","1.0022E-4","0","0","false","0","ENSG00000288980.1","0"
"0.0","0.0","0.0","0.05","0","5","5","false","ENSG00000279088.1","ENSG00000279088.1","277.6","0.007623370000000001","0.003983032","0.011263708","0","0","false","0","ENSG00000279088.1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","SRSF5","SRSF5","265.3333333333333","0.008576288","0.016851915","3.00661E-4","0","0","false","0","SRSF5","0"
"0.0","0.0","0.0","0.0","0","9","9","false","DUSP1","DUSP1","375.7142857142857","0.0078221205","2.4818E-4","0.015396061","0","2","false","0","DUSP1","0"
"0.0","0.0","0.0","0.25","0","5","5","false","PRRC2B","PRRC2B","445.25","0.0217815845","0.030973849","0.01258932","0","1","false","0","PRRC2B","0"
"0.0","0.0","0.0","0.16666666666666666","0","4","4","false","B3GLCT","B3GLCT","283.0",,"0.003486672",,"0","1","false","0","B3GLCT","0"
"0.0","0.0","0.0","0.0","0","1","1","false","SNW1","SNW1","1158.0","0.008153908","0.016107375","2.00441E-4","0","0","false","0","SNW1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PSMC6","PSMC6","605.5","0.002041626","0.003983032","1.0022E-4","0","0","false","0","PSMC6","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ENSG00000287570.1","ENSG00000287570.1","925.0","3.15784E-4","3.30907E-4","3.00661E-4","0","0","false","0","ENSG00000287570.1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ENSG00000251615.3","ENSG00000251615.3","343.6666666666667","4.66115E-4","3.30907E-4","6.01323E-4","0","0","false","0","ENSG00000251615.3","0"
"0.0","0.0","0.0","0.0","0","1","1","false","HMOX1","HMOX1","1158.0","2.6567400000000003E-4","3.30907E-4","2.00441E-4","0","0","false","0","HMOX1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ABHD4","ABHD4","605.5","1.742E-4","2.4818E-4","1.0022E-4","0","0","false","0","ABHD4","0"
"0.0","0.0","0.0","0.0","0","4","4","false","AREG","AREG","258.25","0.002080987335539378","8.27266710787558E-5","0.004079248","0","0","false","0","AREG","0"
"0.0","0.0","0.0","0.16666666666666666","0","4","4","false","TOM1","TOM1","499.75","0.0024465075","3.30907E-4","0.004562108","0","0","false","0","TOM1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","WHAMMP3","WHAMMP3","312.5","0.013209322999999999","0.024143367","0.002275279","0","0","false","0","WHAMMP3","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","GABPB1-IT1","GABPB1-IT1","442.0","0.0035232875","0.003486672","0.003559903","0","0","false","0","GABPB1-IT1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ENSG00000278922.1","ENSG00000278922.1","289.5","0.014273756499999998","0.028146631","4.00882E-4","0","0","false","0","ENSG00000278922.1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ENSG00000273576.1","ENSG00000273576.1","318.0",,,"2.00441E-4","0","0","false","0","ENSG00000273576.1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ENSG00000273295.1","ENSG00000273295.1","223.0","9.14733355393779E-5","8.27266710787558E-5","1.0022E-4","0","0","false","0","ENSG00000273295.1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","JOSD1","JOSD1","478.0","3.3965350000000004E-4","5.79087E-4","1.0022E-4","0","0","false","0","JOSD1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","IRS2","IRS2","410.0","0.0024051495","0.004810299","0.0","0","0","false","0","IRS2","0"
"0.0","0.0","0.0","0.0","0","2","2","false","SLC19A2","SLC19A2","455.0","4.072575E-4","4.13633E-4","4.00882E-4","0","0","false","0","SLC19A2","0"
"0.0","0.0","0.0","0.0","0","5","5","false","ENSG00000272144.1","ENSG00000272144.1","354.8","0.005516835","0.007956627","0.003077043","0","0","false","0","ENSG00000272144.1","0"
"0.0","0.0","0.0","0.0","0","5","5","false","TTLL11","TTLL11","254.0",,"4.13633E-4",,"0","1","false","0","TTLL11","0"
"0.0","0.0","0.0","0.0","0","3","3","false","SORT1","SORT1","434.6666666666667","0.00176083","0.003321219","2.00441E-4","0","0","false","0","SORT1","0"
"0.0","0.0","0.0","0.05","0","5","5","false","ENSG00000280287.1","ENSG00000280287.1","460.8","0.0023049234999999997","2.4818E-4","0.004361667","0","0","false","0","ENSG00000280287.1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","SMG1P4","SMG1P4","247.0","0.0015303469999999998","0.002760033","3.00661E-4","0","0","false","0","SMG1P4","0"
"0.0","0.0","0.0","0.0","0","4","4","false","ENSG00000272078.1","ENSG00000272078.1","251.75","0.002687852","0.00209822","0.003277484","0","0","false","0","ENSG00000272078.1","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","SNTB1","SNTB1","413.0",,"0.008377338",,"0","0","false","0","SNTB1","0"
"0.0","0.0","0.0","0.0","0","5","5","false","KCNK6","KCNK6","548.8","5.16225E-4","3.30907E-4","7.01543E-4","0","0","false","0","KCNK6","0"
"0.0","0.0","0.0","0.05","0","5","5","false","IZUMO4","IZUMO4","448.6","0.002128352","4.9636E-4","0.003760344","0","0","false","0","IZUMO4","0"
"0.0","0.0","0.0","0.1","0","5","5","false","AMPD3","AMPD3","532.0","0.0100082405","0.0","0.020016481","0","0","false","0","AMPD3","0"
"0.0","0.0","0.0","0.0","0","3","3","false","CASTOR2","CASTOR2","330.3333333333333","0.0018932975","9.09993E-4","0.002876602","0","0","false","0","CASTOR2","0"
"0.0","0.0","0.0","0.5","0","2","2","false","IKZF5","IKZF5","690.5","0.001945405","3.30907E-4","0.003559903","0","0","false","0","IKZF5","0"
"0.0","0.0","0.0","0.03333333333333333","0","6","6","false","ENSG00000267934.1","ENSG00000267934.1","268.6666666666667","0.007270708999999999","1.65453E-4","0.014375965","0","0","false","0","ENSG00000267934.1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","RAB11FIP3","RAB11FIP3","526.5","0.001943777","0.003486672","4.00882E-4","0","0","false","0","RAB11FIP3","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ENSG00000267724.1","ENSG00000267724.1","201.66666666666666","3.8338799999999997E-4","1.65453E-4","6.01323E-4","0","0","false","0","ENSG00000267724.1","0"
"0.0","0.0","0.0","0.3333333333333333","0","4","4","false","SLC43A2","SLC43A2","198.33333333333334",,"0.007138798",,"0","1","false","0","SLC43A2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","DPH1","DPH1","288.6666666666667","0.00352166","0.006642438","4.00882E-4","0","0","false","0","DPH1","0"
"0.0","0.0","0.0","0.0","0","4","4","false","SNAP23","SNAP23","547.0","3.332775E-4","1.65453E-4","5.01102E-4","0","1","false","0","SNAP23","0"
"0.0","0.0","0.0","0.0","0","3","3","false","PDCD7","PDCD7","481.3333333333333","3.07037E-4","4.13633E-4","2.00441E-4","0","0","false","0","PDCD7","0"
"0.0","0.0","0.0","0.1","0","5","5","false","CCER2","CCER2","490.6","0.012838215","0.002760033","0.022916397","0","0","false","0","CCER2","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ESF1","ESF1","650.0","0.0043151299999999995","0.008129158","5.01102E-4","0","0","false","0","ESF1","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","ORC5","ORC5","513.6666666666666","0.006871376","0.003486672","0.01025608","0","0","false","0","ORC5","0"
"0.0","0.0","0.0","0.0","0","4","4","false","TIPARP","TIPARP","181.0",,"3.30907E-4",,"0","1","false","0","TIPARP","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ENSG00000260793.3","ENSG00000260793.3","190.5","0.001926283","0.003652125","2.00441E-4","0","0","false","0","ENSG00000260793.3","0"
"0.0","0.0","0.0","0.0","0","3","3","false","DIAPH1","DIAPH1","406.6666666666667","0.006023490499999999","0.011445658","6.01323E-4","0","0","false","0","DIAPH1","0"
"0.0","0.0","0.0","0.05","0","5","5","false","ARL5A","ARL5A","236.0",,"0.004313939",,"0","0","false","0","ARL5A","0"
"0.0","0.0","0.0","0.0","0","4","4","false","CACHD1","CACHD1","168.0",,"8.27266710787558E-5",,"0","0","false","0","CACHD1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","SYNE1","SYNE1","140.5","0.002176834","0.003652125","7.01543E-4","0","0","false","0","SYNE1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","NOX4","NOX4","139.0","0.0068025049999999995","0.013103908","5.01102E-4","0","0","false","0","NOX4","0"
"0.0","0.0","0.0","0.5","0","2","2","false","TSPAN7","TSPAN7","329.0",,"0.003486672",,"0","0","false","0","TSPAN7","0"
"0.0","0.0","0.0","0.0","0","3","3","false","CHERP","CHERP","213.0","4.8360849999999996E-4","1.65453E-4","8.01764E-4","0","0","false","0","CHERP","0"
"0.0","0.0","0.0","0.0","0","5","5","false","ERF","ERF","520.0","9.497234999999999E-4","4.9636E-4","0.001403087","0","1","false","0","ERF","0"
"0.0","0.0","0.0","0.0","0","3","3","false","ENSG00000260751.2","ENSG00000260751.2","426.0","0.0042365505","0.003321219","0.005151882","0","0","false","0","ENSG00000260751.2","0"
"0.0","0.0","0.0","0.0","0","3","3","false","AKAP6","AKAP6","163.0",,"8.27266710787558E-5",,"0","0","false","0","AKAP6","0"
"0.0","0.0","0.0","0.0","0","2","2","false","RAB10","RAB10","315.0","0.0083981675","0.014521056","0.002275279","0","0","false","0","RAB10","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ENSG00000258987.2","ENSG00000258987.2","73.0","4.13633355393779E-5","8.27266710787558E-5","0.0","0","0","false","0","ENSG00000258987.2","0"
"0.0","0.0","0.0","0.0","0","2","2","false","NFE2L1","NFE2L1","384.0","0.012925892999999999","0.025150243","7.01543E-4","0","0","false","0","NFE2L1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","NNT-AS1","NNT-AS1","398.0","0.007643403","0.015186586","1.0022E-4","0","0","false","0","NNT-AS1","0"
"0.0","0.0","0.0","0.03333333333333333","0","9","9","false","SEMA4C","SEMA4C","229.83333333333334","0.0130352595","0.015513777","0.010556742","0","1","false","0","SEMA4C","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PKP1","PKP1","549.5","2.919143355393779E-4","8.27266710787558E-5","5.01102E-4","0","0","false","0","PKP1","0"
"0.0","0.0","0.0","0.03333333333333333","0","6","6","false","UBE2Q2","UBE2Q2","247.16666666666666",,"0.004148485",,"0","0","false","0","UBE2Q2","0"
"0.0","0.0","0.0","0.0","0","5","5","false","CXCL2","CXCL2","440.8","5.488415E-4","4.9636E-4","6.01323E-4","0","0","false","0","CXCL2","0"
"0.0","0.0","0.0","0.0","0","5","5","false","GATA2","GATA2","441.0","6.81678E-4","6.61813E-4","7.01543E-4","0","0","false","0","GATA2","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","ENSG00000242588.6","ENSG00000242588.6","691.0","0.0139948995","0.024229455","0.003760344","0","0","false","0","ENSG00000242588.6","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","FAM8A1","FAM8A1","282.5",,"0.006640078",,"0","0","false","0","FAM8A1","0"
"0.0","0.0","0.0","0.3333333333333333","0","3","3","false","SYT11","SYT11","201.0",,"0.006311531",,"0","0","false","0","SYT11","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ZSWIM4","ZSWIM4","180.5",,"8.27266710787558E-5",,"0","0","false","0","ZSWIM4","0"
"0.0","0.0","0.0","0.0","0","1","1","false","REXO1","REXO1","519.0","4.13633355393779E-5","8.27266710787558E-5","0.0","0","0","false","0","REXO1","0"
"0.0","0.0","0.0","0.15","0","5","5","false","ENSG00000238273.3","ENSG00000238273.3","510.6","0.012043729999999999","0.011197478","0.012889982","0","0","false","0","ENSG00000238273.3","0"
"4.801224132905858","0.3649622685442366","0.20828021611121228","0.0","9","52","3","false","ZHX2","ZHX2","40.23076923076923","0.1438515985","0.177964381","0.109738816","49","0","false","0","ZHX2","48015597"
"0.0","0.0","0.0","0.0","0","2","2","false","DDX24","DDX24","531.0","0.0018610505","0.003321219","4.00882E-4","0","0","false","0","DDX24","0"
"0.0","0.0","0.0","0.5","0","3","3","false","MAP1S","MAP1S","237.33333333333334",,"0.015362834",,"0","0","false","0","MAP1S","0"
"0.0","0.0","0.0","0.0","0","4","4","false","SNX9","SNX9","344.0",,"4.9636E-4",,"0","0","false","0","SNX9","0"
"0.0","0.0","0.0","0.0","0","1","1","false","OSBPL8","OSBPL8","128.0","0.0059111735","0.011621906","2.00441E-4","0","0","false","0","OSBPL8","0"
"0.0","0.0","0.0","0.0","0","4","4","false","FOSL2","FOSL2","461.0","0.0021092305","0.003817579","4.00882E-4","0","0","false","0","FOSL2","0"
"0.0","0.0","0.0","0.08333333333333333","0","5","5","false","ATXN1","ATXN1","223.0",,"0.006640078",,"0","1","false","0","ATXN1","0"
"0.0","0.0","0.0","0.03333333333333333","0","6","6","false","ACIN1","ACIN1","372.6666666666667","0.013359534000000001","0.004810299","0.021908769","0","0","false","0","ACIN1","0"
"0.0","0.0","0.0","0.0","0","6","6","false","JUN","JUN","482.6666666666667","0.0057408355","0.010780128","7.01543E-4","0","0","false","0","JUN","0"
"0.0","0.0","0.0","0.15","0","5","5","false","MPHOSPH10","MPHOSPH10","263.6",,"0.017021085",,"0","0","false","0","MPHOSPH10","0"
"0.0","0.0","0.0","0.0","0","1","1","false","SNHG7","SNHG7","35.0","0.0013800165","0.002760033","0.0","0","0","false","0","SNHG7","0"
"0.0","0.0","0.0","0.08333333333333333","0","5","5","false","NCOA5","NCOA5","278.75",,"0.003486672",,"0","1","false","0","NCOA5","0"
"0.0","0.0","0.0","0.0","0","3","3","false","SEH1L","SEH1L","169.0","0.0074108585","0.014521056","3.00661E-4","0","0","false","0","SEH1L","0"
"0.0","0.0","0.0","0.0","0","1","1","false","NCK2","NCK2","73.0","8.27265E-5","1.65453E-4","0.0","0","0","false","0","NCK2","0"
"0.0","0.0","0.0","0.05","0","5","5","false","MBNL1-AS1","MBNL1-AS1","175.4","0.0048425015","3.30907E-4","0.009354096","0","0","false","0","MBNL1-AS1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","TGIF1","TGIF1","592.0","2.9829000000000005E-4","4.9636E-4","1.0022E-4","0","0","false","0","TGIF1","0"
"0.0","0.0","0.0","0.06666666666666667","0","6","6","false","ATP2B1","ATP2B1","464.0","0.008955103","0.003817579","0.014092627","0","0","false","0","ATP2B1","0"
"0.0","0.0","0.0","0.5","0","2","2","false","OSBPL3","OSBPL3","690.5","0.0019040415000000002","2.4818E-4","0.003559903","0","0","false","0","OSBPL3","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","CDKN1A","CDKN1A","638.0","0.0057937625","0.001932767","0.009654758","0","0","false","0","CDKN1A","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PHRF1","PHRF1","292.0","3.658945E-4","3.30907E-4","4.00882E-4","0","0","false","0","PHRF1","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","ENOX1","ENOX1","242.33333333333334",,"0.006640078",,"0","0","false","0","ENOX1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","CSNK2A2","CSNK2A2","577.3333333333334","0.012133614000000001","0.023164803","0.001102425","0","0","false","0","CSNK2A2","0"
"0.0","0.0","0.0","0.05","0","5","5","false","PUM3","PUM3","438.2","0.0085253545","0.003983032","0.013067677","0","0","false","0","PUM3","0"
"0.0","0.0","0.0","0.0","0","2","2","false","SELENOS","SELENOS","723.5",,"0.002263673",,"0","0","false","0","SELENOS","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","SET","SET","343.0",,"0.006640078",,"0","0","false","0","SET","0"
"0.0","0.0","0.0","0.0","0","1","1","false","TNFRSF1A","TNFRSF1A","135.0","1.654535E-4","3.30907E-4","0.0","0","0","false","0","TNFRSF1A","0"
"0.0","0.0","0.0","0.0","0","6","6","false","RASSF1","RASSF1","517.25","0.0049573285","0.004361893","0.005552764","0","2","false","0","RASSF1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ENSG00000225032.5","ENSG00000225032.5","148.0",,,"1.0022E-4","0","0","false","0","ENSG00000225032.5","0"
"0.0","0.0","0.0","0.0","0","2","2","false","GPR179","GPR179","269.0","8.733725E-4","7.4454E-4","0.001002205","0","0","false","0","GPR179","0"
"0.0","0.0","0.0","0.5","0","2","2","false","GAB3","GAB3","168.5","0.0026230788355393777","8.27266710787558E-5","0.005163431","0","0","false","0","GAB3","0"
"0.0","0.0","0.0","0.0","0","3","3","false","NEDD4","NEDD4","606.3333333333334","5.814575E-4","6.61813E-4","5.01102E-4","0","0","false","0","NEDD4","0"
"0.0","0.0","0.0","0.0","0","1","1","false","LIMCH1","LIMCH1","223.0","0.0094257435","0.018751267","1.0022E-4","0","0","false","0","LIMCH1","0"
"0.0","0.0","0.0","0.0","0","5","5","false","PDC-AS1","PDC-AS1","283.2","0.0093204825","0.014762158","0.003878807","0","0","false","0","PDC-AS1","0"
"0.0","0.0","0.0","0.0","0","3","3","false","WIPF3","WIPF3","406.6666666666667","0.0042411505000000006","0.007880978","6.01323E-4","0","0","false","0","WIPF3","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","CEBPD","CEBPD","589.0","0.0100626915","0.015362834","0.004762549","0","0","false","0","CEBPD","0"
"0.0","0.0","0.0","0.0","0","2","2","false","SOCS7","SOCS7","452.0","1.8294699999999998E-4","1.65453E-4","2.00441E-4","0","0","false","0","SOCS7","0"
"0.0","0.0","0.0","0.0","0","5","5","false","GPSM2","GPSM2","313.4","0.004014469","3.30907E-4","0.007698031","0","0","false","0","GPSM2","0"
"4.121101719615273","3.0020865404907586","0.24265355917818876","3.797513070510103E-4","8","367","4","false","NCOA1","NCOA1","8.299703264094955","1.6641784020000001","1.815355394","1.51300141","363","30","false","0","NCOA1","271087783"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","FABP3","FABP3","573.75","0.007409922","7.4454E-4","0.014075304","0","0","false","0","FABP3","0"
"0.0","0.0","0.0","0.0","0","3","3","false","PPP2R5A","PPP2R5A","452.3333333333333","9.14733355393779E-5","8.27266710787558E-5","1.0022E-4","0","0","false","0","PPP2R5A","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","SCAF8","SCAF8","453.75","0.0021219763355393778","8.27266710787558E-5","0.004161226","0","0","false","0","SCAF8","0"
"0.0","0.0","0.0","0.0","0","3","3","false","SLK","SLK","606.3333333333334","2.919143355393779E-4","8.27266710787558E-5","5.01102E-4","0","0","false","0","SLK","0"
"0.0","0.0","0.0","0.0","0","4","4","false","FSD1L","FSD1L","188.5",,"4.9636E-4",,"0","0","false","0","FSD1L","0"
"0.0","0.0","0.0","0.5","0","2","2","false","RAB12","RAB12","690.5","0.0022763115","9.9272E-4","0.003559903","0","0","false","0","RAB12","0"
"0.0","0.0","0.0","0.0","0","2","2","false","TBC1D22B","TBC1D22B","605.5","1.742E-4","2.4818E-4","1.0022E-4","0","0","false","0","TBC1D22B","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","MIER2","MIER2","279.0",,"0.004148485",,"0","0","false","0","MIER2","0"
"0.0","0.0","0.0","0.08333333333333333","0","4","4","false","MIR29B2CHG","MIR29B2CHG","454.0","0.003682473","0.00320372","0.004161226","0","0","false","0","MIR29B2CHG","0"
"0.0","0.0","0.0","0.0","0","5","5","false","SATB2-AS1","SATB2-AS1","300.0",,,"0.006625397","0","0","false","0","SATB2-AS1","0"
"0.0","0.0","0.0","0.0","0","2","2","false","AFG3L1P","AFG3L1P","398.0","1.328365E-4","1.65453E-4","1.0022E-4","0","0","false","0","AFG3L1P","0"
